asset_class,active_trading_days,active_years,total_return,cagr
Stocks,746,2.9603174603174605,0.8869341917640574,0.23922759334594512
GOLDBEES,0,0.0,0.0,0.0
Combined,1228,4.873015873015873,0.9796316362369961,0.15043634538102446
