Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,1.45,-2.28,-2.87,1.06,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,2.91,20.08,-4.04,2.03,5.42,3.73
2023,0.0,0.0,0.0,0.0,-1.18,3.61,5.13,8.65,5.92,-1.54,0.0,4.14
2024,17.1,-11.5,0.08,-4.42,-2.01,4.6,5.64,1.37,5.21,-5.63,0.0,0.0
2025,0.0,0.0,0.0,-6.82,2.52,8.44,-8.11,-0.72,0.0,-1.74,3.63,4.49
2026,1.64,0.0,0.0,1.92,0.5,6.75,-4.39,4.86,,,,
