symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
APARINDS,1897720.6913708877,1536555.8534795847,361164.837891303,210258.3316897025,150003.67206621,360262.00375591253,0.18983931902837828,6,3,3,1811.971888223076,511168.509957513
TRENT,325502.29759529507,325502.29759529507,0.0,242042.1939161,0.0,242042.1939161,0.7435959613932954,1,1,0,588.7143994281488,0.0
ADANIENSOL,752150.2259925393,390985.3881012363,361164.837891303,58711.39956319517,108100.52988997212,166811.9294531673,0.22178006957724686,2,2,0,466.4708727409401,469265.3677812751
BSOFT,953991.8287512198,953991.8287512198,0.0,117125.9747771571,0.0,117125.9747771571,0.12277461006188659,4,4,0,1111.0714381911068,0.0
ARVIND,3132864.729435646,2791863.845539743,341000.8838959029,50751.722130740316,47484.804956549255,98236.52708728958,0.03135677265739651,10,5,5,2948.6476245583203,388485.68885245215
PFC,828362.8668843454,828362.8668843454,0.0,97263.775126673,0.0,97263.775126673,0.11741687008798862,3,1,2,960.1533285875785,0.0
ADANIENT,914558.507617448,914558.507617448,0.0,69221.72910646825,0.0,69221.72910646825,0.07568868315139342,4,2,2,1020.4761034502508,0.0
BASF,509454.84315327916,509454.84315327916,0.0,64890.666247526075,0.0,64890.666247526075,0.12737275367898013,2,1,1,595.769101257078,0.0
NH,353400.01939708163,353400.01939708163,0.0,46295.85625645503,0.0,46295.85625645503,0.1310012838579865,1,1,0,414.6048828042504,0.0
RECLTD,314065.80004218,314065.80004218,0.0,45980.86728717277,0.0,45980.86728717277,0.14640520324402528,1,1,0,373.4767241920285,0.0
BANKBARODA,413739.5699660273,413739.5699660273,0.0,39378.60016825101,0.0,39378.60016825101,0.09517726373497329,2,2,0,470.019875781364,0.0
SHRIRAMFIN,877857.2989291919,877857.2989291919,0.0,32330.137387145423,0.0,32330.137387145423,0.03682846565903324,3,1,2,944.1382269627054,0.0
ASHOKLEY,325239.5883665156,325239.5883665156,0.0,27096.43576421509,0.0,27096.43576421509,0.08331223114721158,1,1,0,365.47846723107546,0.0
APOLLOTYRE,250270.3687400139,250270.3687400139,0.0,21007.282395281873,0.0,21007.282395281873,0.08393835235486738,1,1,0,281.3965457423314,0.0
BANKINDIA,472467.03587536677,472467.03587536677,0.0,19840.484074591783,0.0,19840.484074591783,0.0419933721679274,2,1,1,510.67102275889505,0.0
CANBK,322068.09516569506,322068.09516569506,0.0,14471.833508540685,0.0,14471.833508540685,0.044934079860022555,1,1,0,349.093163542874,0.0
WSI,250270.3687400139,250270.3687400139,0.0,13420.649221490898,0.0,13420.649221490898,0.05362460322033788,1,1,0,273.52692448903383,0.0
COALINDIA,380700.08536034636,380700.08536034636,0.0,12775.490465189157,0.0,12775.490465189157,0.03355788705194719,2,1,1,408.15256033037224,0.0
SBICARD,353400.01939708163,353400.01939708163,0.0,12042.859943423486,0.0,12042.859943423486,0.03407713435887529,1,1,0,379.0742196498251,0.0
LUPIN,262218.5524652041,262218.5524652041,0.0,10841.021413615246,0.0,10841.021413615246,0.04134345686716362,1,1,0,283.2449357689656,0.0
EICHERMOT,322068.09516569506,322068.09516569506,0.0,3171.4932008205387,0.0,3171.4932008205387,0.009847275307381484,1,1,0,337.37131061839784,0.0
COLPAL,204742.5845805646,204742.5845805646,0.0,2327.731577606187,0.0,2327.731577606187,0.011369064146448941,1,1,0,214.7942207875465,0.0
HDFCAMC,646744.6710298809,646744.6710298809,0.0,907.9127074186317,0.0,907.9127074186317,0.0014038193866721235,2,1,1,671.8105938401795,0.0
APOLLOHOSP,374068.49847287836,374068.49847287836,0.0,-1507.4742342051195,0.0,-1507.4742342051195,-0.004029941682764869,2,1,1,386.4578776034209,0.0
MUTHOOTFIN,687406.3688143871,687406.3688143871,0.0,-1910.7064161081362,0.0,-1910.7064161081362,-0.002779587886861816,2,1,1,711.0652525667253,0.0
IOC,587911.5299901967,587911.5299901967,0.0,-2512.9467925252775,0.0,-2512.9467925252775,-0.004274362152018316,2,1,1,607.2344644127108,0.0
BEL,625683.1024693723,625683.1024693723,0.0,-2588.892148616459,0.0,-2588.892148616459,-0.00413770507529918,2,1,1,646.336171529515,0.0
BAJAJFINSV,196361.02222904252,196361.02222904252,0.0,-3110.082750215252,0.0,-3110.082750215252,-0.015838595230918795,1,0,1,200.45936922271946,0.0
BHARTIARTL,288763.4485425709,288763.4485425709,0.0,-4496.032498728116,0.0,-4496.032498728116,-0.015569950149231883,1,0,1,294.87084028879616,0.0
AMBUJACEM,194870.00077625763,194870.00077625763,0.0,-5437.4359187617765,0.0,-5437.4359187617765,-0.027902888577523204,1,0,1,196.49856587494585,0.0
IGL,257496.0855886074,257496.0855886074,0.0,-6269.87186570991,0.0,-6269.87186570991,-0.024349387103798803,1,0,1,260.5971721064864,0.0
IDFCFIRSTB,520099.2332365897,520099.2332365897,0.0,-6428.792506774624,0.0,-6428.792506774624,-0.012360703681041977,2,1,1,532.8307992434702,0.0
TMPV,263298.25198303175,263298.25198303175,0.0,-7047.356578388977,0.0,-7047.356578388977,-0.026765679321118865,1,0,1,265.80927882733346,0.0
ZYDUSLIFE,891868.9866473855,891868.9866473855,0.0,-7805.858247092022,0.0,-7805.858247092022,-0.008752247655157216,3,1,2,917.0394594206002,0.0
BALMLAWRIE,631849.2525817365,631849.2525817365,0.0,-10237.693938419183,0.0,-10237.693938419183,-0.016202747564530554,2,1,1,644.7982156425325,0.0
BALRAMCHIN,436741.7616527538,436741.7616527538,0.0,-10724.459493104685,0.0,-10724.459493104685,-0.024555607992513266,2,0,2,441.90812163293185,0.0
BAJFINANCE,693709.78937607,693709.78937607,0.0,-11363.430734103968,0.0,-11363.430734103968,-0.0163806694213215,2,1,1,707.798477014773,0.0
BAJAJ-AUTO,579741.0493430303,579741.0493430303,0.0,-11984.822838647226,0.0,-11984.822838647226,-0.02067271733169244,2,1,1,588.9340323223081,0.0
ASAHIINDIA,177707.4762438358,177707.4762438358,0.0,-12280.461117961659,0.0,-12280.461117961659,-0.06910492106202333,1,0,1,171.59758805810714,0.0
DHANBANK,198605.57504927786,198605.57504927786,0.0,-12708.461754487296,0.0,-12708.461754487296,-0.06398844418810541,1,0,1,192.83123886433106,0.0
ONGC,341000.8838959029,341000.8838959029,0.0,-13065.075116010368,0.0,-13065.075116010368,-0.038313903960432945,1,0,1,340.16810242085205,0.0
NYKAA,334006.34941730555,334006.34941730555,0.0,-16660.177951107773,0.0,-16660.177951107773,-0.04987982408170524,1,0,1,329.18346233617507,0.0
OFSS,1534970.398408954,1534970.398408954,0.0,-18583.064385465957,0.0,-18583.064385465957,-0.01210646433620342,5,2,3,1572.9499131825605,0.0
INDIGO,641884.2850092239,641884.2850092239,0.0,-19322.112987136043,0.0,-19322.112987136043,-0.030102174859847806,2,0,2,645.7842877351026,0.0
MARUTI,334006.34941730555,334006.34941730555,0.0,-20253.021046749356,0.0,-20253.021046749356,-0.06063663484865478,1,0,1,325.45660303804766,0.0
PAYTM,635580.8644475411,635580.8644475411,0.0,-21101.931601009906,0.0,-21101.931601009906,-0.033201017811245945,2,0,2,637.3995366400841,0.0
POLYCAB,326776.3081949367,326776.3081949367,0.0,-22668.575716487307,0.0,-22668.575716487307,-0.0693703158644062,1,0,1,315.4512179489841,0.0
ABREL,651184.0136665739,651184.0136665739,0.0,-38674.87260623525,0.0,-38674.87260623525,-0.0593916186432027,3,0,3,635.356269890514,0.0
ABB,877406.2518116345,877406.2518116345,0.0,-42843.46491008715,0.0,-42843.46491008715,-0.04882967818114541,3,1,2,865.6927117157333,0.0
JSWSTEEL,353400.01939708163,353400.01939708163,0.0,-52864.528131340165,0.0,-52864.528131340165,-0.14958835662072043,1,0,1,311.7457290021151,0.0
HINDPETRO,337641.1612501829,337641.1612501829,0.0,-54168.62531609305,0.0,-54168.62531609305,-0.16043252876966496,1,0,1,294.0463104529336,0.0
HINDZINC,644419.2278426022,644419.2278426022,0.0,-99491.58900294824,0.0,-99491.58900294824,-0.15438954131773489,2,1,1,565.2539182909942,0.0
