initial_capital,final_portfolio_value,absolute_return,cagr,xirr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000,1979631.6362369915,0.9796316362369915,0.14662821917038027,0.0,0.16853972171652196,0.8962193605851616,0.6996766293128821,0.7242952995639632,0.2024425938683472,413,104,48,56,0.46153846153846156,1.7470481203272559,6481.179128117884,0.0289772043367996,32839.94465849386,-16112.04846934724,242042.1939161,-116874.46346757314,40.20192307692308,25.5,29682315.689777788,29323413.44284176,59.00572913261954,35209.93461142242,30385.683418222146,65595.61802964457,0.06559561802964457
