year,stock_days,gold_days,cash_days,stock_pnl,gold_pnl,cash_pnl,total_pnl,stock_pnl_share,gold_pnl_share,cash_pnl_share
2021,74,0,25,-16579.968377981102,0.0,-10298.202261049999,-26878.1706390311,0.6168562809071731,-0.0,0.38314371909282685
2022,104,0,143,248089.44917353126,0.0,66269.14940853696,314358.5985820682,0.789192502742258,0.0,0.210807497257742
2023,141,0,104,343977.40006197896,0.0,3960.245354587445,347937.6454165664,0.9886179451785216,0.0,0.011382054821478324
2024,200,0,44,140855.7848850086,0.0,-9273.76125920401,131582.02362580458,1.0704789378036692,0.0,-0.07047893780366918
2025,135,0,112,15425.910934691783,0.0,-5674.366319982335,9751.544614709448,1.5818941043886519,0.0,-0.5818941043886519
2026,92,0,54,182131.77491855505,0.0,20748.2197183189,202879.99463687395,0.8977315641423629,0.0,0.10226843585763708
