symbol,entry_date,entry_rank,exit_date,exit_rank,holding_days,quantity,entry_price,exit_price,cost_value,proceeds,gross_realized_pnl,brokerage,stt,exchange_charge,sebi_charge,gst,stamp_duty,total_transaction_cost,net_realized_pnl,return_pct,sell_reason
TVSMOTOR,2015-01-21 00:00:00,11,2015-02-23 00:00:00,38,33,230.4042051284788,289.0033404390451,277.87356551419856,66666.66666666667,64023.2379885152,-2643.4286781514747,0.0,64.02323798851519,1.9014901682589014,0.0640232379885152,0.35379241312453497,0.0,66.34254380788715,-2709.771221959362,-0.03965143017227212,SellReason.RANK_EXIT
BAYERCROP,2015-01-21 00:00:00,12,2015-02-23 00:00:00,49,33,21.417328689812823,3109.0518289055253,2934.102028938306,66666.66666666667,62840.6275632184,-3826.0391034482745,0.0,62.8406275632184,1.8663666386275863,0.0628406275632184,0.34725730791434484,0.0,65.11709213732355,-3891.156195585598,-0.05739058655172411,SellReason.RANK_EXIT
TECHNOE,2015-01-21 00:00:00,14,2015-02-23 00:00:00,44,33,339.77094057608525,195.9778691504146,194.13337154709293,66666.66666666667,65960.87824776239,-705.7884189042816,0.0,65.9608782477624,1.959038083958543,0.06596087824776238,0.364499813197135,0.0,68.35037702316585,-774.1387959274474,-0.010586826283564223,SellReason.RANK_EXIT
BBTC,2015-01-21 00:00:00,1,2015-03-23 00:00:00,,61,146.11941761680583,455.7066132576401,437.19138333877095,66666.66666666667,63882.15032054692,-2784.5163461197517,0.0,63.88215032054692,1.8972998645202435,0.06388215032054692,0.35301276267134224,0.0,66.19634509805906,-2850.712691217811,-0.041767745191796275,SellReason.MARKET_EXIT
MINDACORP,2015-01-21 00:00:00,2,2015-03-23 00:00:00,,61,806.6223087235431,82.55113231210564,85.88086679853238,66666.66666666667,69273.42305221128,2606.756385544606,0.0,69.27342305221129,2.057420664650675,0.06927342305221128,0.38280493578651953,0.0,71.7829220757007,2534.9734634689053,0.03910134578316909,SellReason.MARKET_EXIT
CCL,2015-01-21 00:00:00,3,2015-03-23 00:00:00,,61,405.8455810960773,164.07123308697504,149.3650189557372,66666.66666666667,60619.13291351777,-6047.5337531488985,0.0,60.619132913517774,1.8003882475314779,0.06061913291351777,0.3349813284800992,0.0,62.81512162244287,-6110.348874771342,-0.09071300629723347,SellReason.MARKET_EXIT
RKFORGE,2015-01-21 00:00:00,4,2015-03-23 00:00:00,,61,855.8263602530405,77.80501749635931,78.21055224955822,66666.66666666667,66934.65226511966,267.98559845298587,0.0,66.93465226511965,1.987959172274054,0.06693465226511966,0.36988088841705125,0.0,69.35942697807589,198.62617147491,0.004019783976794788,SellReason.MARKET_EXIT
WHIRLPOOL,2015-01-21 00:00:00,5,2015-03-23 00:00:00,,61,94.02909241590437,708.1593921890338,735.9398672175361,66666.66666666667,69199.7577871461,2533.0911204794247,0.0,69.1997577871461,2.055232806278239,0.0691997577871461,0.3823978615317693,0.0,71.70658821274326,2461.3845322666816,0.037996366807191366,SellReason.MARKET_EXIT
NBCC,2015-01-21 00:00:00,6,2015-03-23 00:00:00,,61,2011.6599986233275,33.100814739519755,38.56310443581568,66666.66666666667,77575.8546162642,10909.18794959753,0.0,77.57585461626421,2.3040028821030467,0.07757585461626419,0.428684172609476,0.0,80.38611752559301,10828.801832071937,0.16363781924396295,SellReason.MARKET_EXIT
HBLENGINE,2015-01-21 00:00:00,7,2015-03-23 00:00:00,,61,1933.4887264910833,34.439086207746975,45.64326240300759,66666.66666666667,88250.73329648949,21584.066629822817,0.0,88.25073329648949,2.621046778905738,0.08825073329648948,0.48767355219640096,0.0,91.44770436088811,21492.618925461928,0.3237609994473422,SellReason.MARKET_EXIT
