initial_capital,final_portfolio_value,absolute_return,cagr,xirr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
0.0,0.0,0.0,0.3527917328175181,0.0,0.0,1.5472834204317305,0.0,0.0,0.1375513456252484,0,0,0,0,0.43795620437956206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
