strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,initial_capital,final_portfolio_value,absolute_return,cagr,xirr,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,average_holding_days,portfolio_turnover,total_transaction_costs
Momentum V1,NIFTY100,NIFTY100,3,Monthly,Weekly Supertrend,1000000,5183361.524083776,4.183361524083776,0.39051954782855725,0.0,0.2511668102917376,1.50245566044089,1.4810474961614453,1.5548214645675413,48,30,18,0.625,3.425211164610524,71.77083333333333,104.59459307447514,116299.2036691109
