asset_class,active_trading_days,active_years,total_return,cagr
Stocks,734,2.9126984126984126,2.0926169147509253,0.4734684803919824
GOLDBEES,480,1.9047619047619047,0.6740488399511444,0.3106244490485113
Combined,1228,4.873015873015873,4.183361524083777,0.40167284509006573
