symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
GOLDBEES,15990864.113327429,15990864.113327429,0.0,1460945.9622445293,0.0,1460945.9622445293,0.09136128928935855,6,5,1,18102.77791651895,0.0
APARINDS,2282344.597006105,926488.9901932166,1355855.6068128883,475306.75318775483,356517.1430759395,831823.8962636944,0.3644602560695042,2,2,0,1454.0839555816474,1712372.7498888278
ADANIENSOL,2159107.457906611,676530.2451708919,1482577.212735719,98740.203465218,443751.34422073374,542491.5476859517,0.2512573173231179,2,2,0,804.1887171660356,1926328.5569564528
TRENT,915926.6077820929,915926.6077820929,0.0,521652.8190205181,0.0,521652.8190205181,0.5695356097184415,1,1,0,1491.2024018179886,0.0
PFC,1392001.339775559,1392001.339775559,0.0,408452.7424594753,0.0,408452.7424594753,0.2934284118759057,2,1,1,1867.6126005527008,0.0
MUTHOOTFIN,1477514.815681279,1477514.815681279,0.0,216207.50807297806,0.0,216207.50807297806,0.14633187144948204,1,1,0,1756.899653755191,0.0
BSOFT,1168484.4949461357,1168484.4949461357,0.0,186896.1044729002,0.0,186896.1044729002,0.1599474407073888,2,2,0,1405.937485990948,0.0
ARVIND,2207337.157390983,851481.5505780948,1355855.6068128883,-3893.974609982095,188804.61042560753,184910.63581562543,0.08377090703904298,2,1,1,879.2033368520665,1544660.2172384958
ADANIENT,687784.7394680385,687784.7394680385,0.0,175086.84421041835,0.0,175086.84421041835,0.25456634054695343,2,2,0,895.0574514715013,0.0
NH,1110725.2508633903,1110725.2508633903,0.0,145506.43387658827,0.0,145506.43387658827,0.1310012838579865,1,1,0,1303.090229727759,0.0
RECLTD,857640.112607061,857640.112607061,0.0,125562.97499646549,0.0,125562.97499646549,0.14640520324402526,1,1,0,1019.877426160853,0.0
CANBK,1387923.2893193357,1387923.2893193357,0.0,62365.05592186007,0.0,62365.05592186007,0.044934079860022444,1,1,0,1504.3853740745392,0.0
BAJFINANCE,1110725.2508633903,1110725.2508633903,0.0,56004.546626884694,0.0,56004.546626884694,0.050421602086880776,1,1,0,1210.2498434884765,0.0
BANKINDIA,964284.0016298515,964284.0016298515,0.0,38997.249077464105,0.0,38997.249077464105,0.04044166346382414,2,1,1,1040.7045223798464,0.0
SBICARD,1110725.2508633903,1110725.2508633903,0.0,37850.33360946736,0.0,37850.33360946736,0.03407713435887542,1,1,0,1191.4184623835733,0.0
BANKBARODA,392127.7630247188,392127.7630247188,0.0,37795.01143663486,0.0,37795.01143663486,0.09638443130141834,1,1,0,445.95927148104033,0.0
BASF,916415.5489730544,916415.5489730544,0.0,26570.13512670587,0.0,26570.13512670587,0.02899354463865292,2,1,1,978.1598781898954,0.0
LUPIN,556554.436559836,556554.436559836,0.0,23009.88434214034,0.0,23009.88434214034,0.041343456867163994,1,1,0,601.1825790100886,0.0
IDFCFIRSTB,534307.438651474,534307.438651474,0.0,22246.997908362075,0.0,22246.997908362075,0.04163707315120065,1,1,0,577.3144057760924,0.0
BAJAJ-AUTO,943864.0908868026,943864.0908868026,0.0,8658.04834847084,0.0,8658.04834847084,0.009172982034242045,1,1,0,988.0520514763035,0.0
HDFCAMC,1157652.6909815664,1157652.6909815664,0.0,-9829.018445504458,0.0,-9829.018445504458,-0.00849047259344294,1,0,1,1190.6385034712516,0.0
ABREL,333333.3333333333,333333.3333333333,0.0,-11392.749665194937,0.0,-11392.749665194937,-0.03417824899558481,1,0,1,333.949250147784,0.0
BAJAJFINSV,322078.8390361866,322078.8390361866,0.0,-13670.211674676306,0.0,-13670.211674676306,-0.042443681539538876,1,0,1,319.91253998797,0.0
ASAHIINDIA,310844.3823390745,310844.3823390745,0.0,-21480.876504115215,0.0,-21480.876504115215,-0.06910492106202357,1,0,1,300.1570187042003,0.0
PAYTM,1477514.815681279,1477514.815681279,0.0,-49562.90993879019,0.0,-49562.90993879019,-0.033544780338420385,1,0,1,1481.215765768015,0.0
BEL,1157652.6909815664,1157652.6909815664,0.0,-71360.322200795,0.0,-71360.322200795,-0.061642254846130944,1,0,1,1126.8120280528046,0.0
MARUTI,1477514.815681279,1477514.815681279,0.0,-89591.52636194312,0.0,-89591.52636194312,-0.06063663484865474,1,0,1,1439.694046801559,0.0
SHRIRAMFIN,1482577.212735719,1482577.212735719,0.0,-109972.31656609314,0.0,-109972.31656609314,-0.07417645139922743,1,0,1,1423.8042641356749,0.0
OFSS,1787785.4943330267,1787785.4943330267,0.0,-132190.16411326165,0.0,-132190.16411326165,-0.07394072976443862,2,0,2,1717.3504898810338,0.0
ABB,2752955.226652517,2752955.226652517,0.0,-164673.82856755043,0.0,-164673.82856755043,-0.05981711107150377,3,1,2,2684.826567106319,0.0
HINDZINC,2343878.5135245817,2343878.5135245817,0.0,-255949.28339543525,0.0,-255949.28339543525,-0.1091990399325579,2,1,1,2165.8108239066187,0.0
