year,beginning_value,ending_value,annual_return,realized_pnl,unrealized_pnl,buy_value,sell_value,turnover,buy_transaction_costs,sell_transaction_costs,transaction_costs,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000,996922.2121705981,-0.003077787829401903,4843.619804665601,-7921.407634067349,2601758.5536435614,2609306.004171706,5.211064557815266,3086.2736420543515,2703.8307234788304,5790.104365533181,8,3,5,0.375,1.0603250232567591,0.09248211518235246
2022,996922.2121705981,1457133.6088867052,0.46163220269121014,463540.9259845356,-6407.3170978301205,5884134.692363135,6354260.067840728,12.276178232158369,6979.913559583016,6584.449493058326,13564.363052641342,15,10,5,0.6666666666666666,6.773185813127068,0.16544628496609218
2023,1457133.6088867052,2732990.3951014634,0.8755935477938444,1572920.3378211837,160070.0572802805,13038576.02253564,14626652.87836236,18.98606190412085,15466.697880907916,15156.518005533913,30623.21588644183,23,17,6,0.7391304347826086,16.874640831670103,0.09408883504494696
2024,2732990.3951014634,2818837.9111093828,0.03141156886675857,1901888.7502104235,-83050.83910104027,21674007.984562654,23600352.033158988,16.56586869052674,25710.271795495646,24455.298385912207,50165.57018140785,33,22,11,0.6666666666666666,3.961499664341131,0.25116681029173693
2025,2818837.9111093828,4648219.834190519,0.648984432865515,3342952.9206818934,305266.91350862524,35191240.41106447,38574164.88432779,26.168728966172136,41744.764347854536,39971.55258142745,81716.31692928198,41,27,14,0.6585365853658537,5.111946642118123,0.13402303839714338
2026,4648219.834190519,5183361.524083776,0.11512830911243939,3194288.426361494,989073.0977222808,48576157.34644517,51824147.30166848,21.5997324200563,57622.30082444311,53701.528861818726,111323.82968626183,48,30,18,0.625,3.4252111646105234,0.24438680036113816
