year,stock_days,gold_days,cash_days,stock_pnl,gold_pnl,cash_pnl,total_pnl,stock_pnl_share,gold_pnl_share,cash_pnl_share
2021,74,25,0,26296.489393869066,-29374.27722327097,0.0,-3077.787829401903,-8.543957820178651,9.543957820178651,-0.0
2022,104,143,0,333272.67279285355,126938.7239232536,0.0,460211.39671610715,0.7241730108618781,0.2758269891381219,0.0
2023,143,102,0,1089428.774643715,186428.01157104317,0.0,1275856.7862147582,0.8538801426732681,0.1461198573267319,0.0
2024,186,44,14,181366.661371768,-98789.83315285062,3270.6877890019678,85847.51600791933,2.1126605614894802,-1.1507593666861295,0.038098805196649495
2025,135,112,0,407712.8181792777,1421669.1049018581,0.0,1829381.9230811358,0.22286916309558122,0.7771308369044188,0.0
2026,92,54,0,657550.1984941876,-122408.50860092975,0.0,535141.6898932578,1.2287403708452354,-0.2287403708452354,0.0
