Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,0.5,-2.98,4.52,-2.11,-0.07
2022,-0.55,5.67,1.22,1.52,-1.88,-0.43,3.49,23.69,-4.85,-0.28,9.52,4.15
2023,4.02,-2.59,7.72,0.35,2.3,13.82,13.08,11.4,12.86,-6.63,2.09,8.51
2024,18.18,-9.46,2.63,-8.45,-5.4,6.83,-0.25,2.53,6.63,-2.81,-3.93,-0.31
2025,7.79,2.92,4.3,2.51,3.74,9.89,-7.92,0.92,12.32,9.33,6.02,0.79
2026,0.33,0.37,-7.91,4.0,-0.31,12.48,-3.24,6.57,,,,
