year,beginning_value,ending_value,year_return,period_return,cumulative_return,cash,invested_value,realized_pnl,unrealized_pnl,buy_value,sell_value,buy_transaction_costs,sell_transaction_costs,transaction_costs,turnover,holdings,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000.0,1051899.899634656,0.05189989963465602,0.05314917256503038,0.05189989963465602,0.0,1051899.899634656,0.0,51899.89963465604,1000000.0,0.0,1186.2259999999999,0.0,1186.2259999999999,1.0,10,0,0,0,0.0,0.0,0.1028686004637751
2022,1051899.899634656,961804.1113670012,-0.08565053414202883,-0.0856505341420295,-0.03819588863299883,0.0,961804.1113670012,-161192.33884097947,122996.45020798058,1691273.057035192,1693027.4160624286,2006.232073354628,1754.3590272367062,3760.591100591334,3.2173217948523902,3,17,6,11,0.35294117647058826,0.15204604520843076,0.24601941501412317
2023,961804.1113670012,1472539.1742082238,0.5310177579874562,0.5310177579874584,0.4725391742082239,0.0,1472539.1742082238,0.0,633731.5130492031,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0.10909204000235884
2024,1472539.1742082238,2033493.7054474638,0.38094370666971367,0.38094370666971367,1.033493705447464,0.0,2033493.7054474638,1085686.3270770311,108999.71721141195,2355769.6432138286,2358213.28513343,2794.4752007909674,2443.6419196006736,5238.117120391639,3.2012614746782138,6,5,4,1,0.8,45.349261062425235,0.16788006211787598
2025,2033493.7054474638,1980563.4592713285,-0.026029215647111248,-0.02602921564711136,0.9805634592713286,0.0,1980563.4592713285,-164911.49323992865,220980.9642752058,3185031.4737805487,3188335.309725204,3778.1671450168055,3303.83594465531,7082.003089672115,3.1341954816148863,6,10,3,7,0.3,0.2853212655456791,0.18944880555174892
2026,1980563.4592713285,2080517.1559309254,0.050467303227118565,0.0504673032271179,1.0805171559309255,0.0,2080517.1559309256,25295.51860390867,295639.142330894,2088124.6127613038,2090290.6262557865,2476.98770689739,2166.013494482529,4643.001201379919,2.1097103551301384,14,8,3,5,0.375,1.0982183607434608,0.15009419322438167
