rebalance_date,date,universe,symbol,rank,score,entry_date,entry_rank,entry_price,current_price,quantity,cost_value,market_value,unrealized_pnl,unrealized_return_pct,holding_days,sleeve_weight,weight
2021-08-10,2021-08-10,NIFTY_IT,TECHM,2,0.5964001702765624,2021-08-10,2,1080.7334371245418,1080.7334371245418,92.41999365333771,100000.0,99881.3774,-118.62260000000242,-0.0011862260000000241,0,0.5,0.1
2021-08-10,2021-08-10,NIFTY_IT,INFY,3,0.5453329036633174,2021-08-10,3,1452.7822488331904,1452.7822488331904,68.7517881500963,100000.0,99881.3774,-118.62260000000242,-0.0011862260000000241,0,0.5,0.1
2021-08-10,2021-08-10,NIFTY_METAL,TATASTEEL,1,0.8017509616911411,2021-08-10,1,121.76498186900105,121.76498186900105,820.2799841702914,100000.0,99881.3774,-118.62260000000242,-0.0011862260000000241,0,0.5,0.1
2021-08-10,2021-08-10,NIFTY_METAL,SAIL,3,0.6921182914326589,2021-08-10,3,116.56171133652995,116.56171133652995,856.8969711814585,100000.0,99881.3774,-118.62260000000242,-0.0011862260000000241,0,0.5,0.1
2021-08-10,2021-08-10,NIFTY_PHARMA,DIVISLAB,1,0.9787555163105329,2021-08-10,1,4783.155730559319,4783.155730559319,13.921266353070822,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PHARMA,SUNPHARMA,2,0.7678934931755066,2021-08-10,2,751.8748140458474,751.8748140458474,88.56206337731243,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PHARMA,CIPLA,3,0.4625169063607852,2021-08-10,3,882.750800927606,882.750800927606,75.43191675766506,66666.66666666667,66587.58493333333,-79.0817333333398,-0.0011862260000000968,0,0.3333333333333333,0.06666666666666667
2021-08-10,2021-08-10,NIFTY_PSU_BANK,IOB,1,0.7159181063373884,2021-08-10,1,20.700000762939453,20.700000762939453,4825.187136167843,100000.0,99881.3774,-118.62260000000242,-0.0011862260000000241,0,0.5,0.1
2021-08-10,2021-08-10,NIFTY_PSU_BANK,SBIN,3,0.6184651205937068,2021-08-10,3,397.3661872816168,397.3661872816168,251.35852167817492,100000.0,99881.3774,-118.62260000000242,-0.0011862260000000241,0,0.5,0.1
2021-08-10,2021-08-10,NIFTY_REALTY,DLF,3,0.3514232952147722,2021-08-10,3,331.62586289193973,331.62586289193973,602.3738711389126,200000.0,199762.7548,-237.24520000000484,-0.0011862260000000241,0,1.0,0.2
2021-08-11,2021-08-11,NIFTY_IT,TECHM,2,0.5964001702765624,2021-08-10,2,1080.7334371245418,1110.6046142578125,92.41999365333771,100000.0,102642.07140107462,2642.071401074616,0.02642071401074616,1,0.5053887111539531,0.10408247130928483
2021-08-11,2021-08-11,NIFTY_IT,INFY,3,0.5453329036633174,2021-08-10,3,1452.7822488331904,1461.099853515625,68.7517881500963,100000.0,100453.22759504299,453.2275950429903,0.004532275950429903,1,0.49461128884604694,0.1018629109522887
2021-08-11,2021-08-11,NIFTY_METAL,TATASTEEL,1,0.8017509616911411,2021-08-10,1,121.76498186900105,122.98954772949219,820.2799841702914,100000.0,100885.86426465915,885.864264659147,0.00885864264659147,1,0.5032425589149521,0.10230161891227046
2021-08-11,2021-08-11,NIFTY_METAL,SAIL,3,0.6921182914326589,2021-08-10,3,116.56171133652995,116.21675109863281,856.8969711814585,100000.0,99585.7820169679,-414.2179830320965,-0.004142179830320965,1,0.4967574410850478,0.1009832923099527
2021-08-11,2021-08-11,NIFTY_PHARMA,DIVISLAB,1,0.9787555163105329,2021-08-10,1,4783.155730559319,4771.7099609375,13.921266353070822,66666.66666666667,66428.24532581211,-238.421340854562,-0.00357632011281843,1,0.33550952529498856,0.06736044824381425
2021-08-11,2021-08-11,NIFTY_PHARMA,SUNPHARMA,2,0.7678934931755066,2021-08-10,2,751.8748140458474,741.97607421875,88.56206337731243,66666.66666666667,65710.93210941041,-955.7345572562626,-0.014336018358843938,1,0.331886587257978,0.0666330688052781
2021-08-11,2021-08-11,NIFTY_PHARMA,CIPLA,3,0.4625169063607852,2021-08-10,3,882.750800927606,873.0117797851562,75.43191675766506,66666.66666666667,65852.95190121492,-813.7147654517466,-0.012205721481776198,1,0.33260388744703345,0.0667770815936413
2021-08-11,2021-08-11,NIFTY_PSU_BANK,IOB,1,0.7159181063373884,2021-08-10,1,20.700000762939453,19.350000381469727,4825.187136167843,100000.0,93367.37292551059,-6632.627074489414,-0.06632627074489414,1,0.4868241767229524,0.09467761884666145
2021-08-11,2021-08-11,NIFTY_PSU_BANK,SBIN,3,0.6184651205937068,2021-08-10,3,397.3661872816168,391.5575256347656,251.35852167817492,100000.0,98421.32079551877,-1578.6792044812319,-0.015786792044812318,1,0.5131758232770476,0.0998024899350799
