Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-0.007073519580622967,0.054880659016325106,0.001219477630649557,-0.043003096561220366,0.0481276273622111
2022,-0.027316153850843294,-0.05795289162581396,-0.045840529267765606,-0.02296923561283193,-0.05010211994128666,-0.017262501379274875,0.06327388805708933,0.08408491393031059,-0.003484776930322231,0.0849365925129193,-0.05938976878576141,-0.021822208737289683
2023,0.03511466906712024,-0.020875463267188588,-0.041616277649260236,0.05122549185421987,0.10648499205843076,0.05173791938647665,0.0241606851252143,0.042419642801020396,0.04020873546077719,-0.007158495864028724,0.11723449055741209,0.045947813562376094
2024,-0.021884330284760334,0.1082913311978575,0.030391711030552493,0.022722136339186294,0.06924231267489911,0.07963363704109261,0.05584093603160589,0.023346139869271143,0.053798608624210154,-0.10479310362888006,-0.002100041436108091,0.02950905314058816
2025,-0.08486531176885248,-0.08689322580757453,0.061516993420623,0.01850300109439118,0.09398693853827966,0.03410412392520734,-0.09154670199774717,-0.05326152160425701,0.05182231390201153,0.06664991653806629,0.03301005914046162,-0.04396848708625789
2026,-0.03183362869826434,0.019323252393011803,-0.0895794490424916,0.017747157060714835,0.03705281246005665,0.03404004802567484,0.037118245311319464,0.03293300962578671,,,,
