initial_capital,final_portfolio_value,total_return,cagr,absolute_return,xirr,max_drawdown,max_drawdown_duration,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000.0,2080517.1559309254,1.0805171559309255,0.1581043846379666,1.0805171559309255,0.0,0.27819311259927104,456,0.2057537507014415,0.8349973952407875,1.2566908465558275,0.5683260205859636,40,16,24,0.4,2.116677826616619,19621.95034000079,0.039310159870647454,92984.17638839592,-29286.200358929287,545479.5271977406,-122450.67558943201,202.475,127.0,10320198.78679087,9329866.637176849,19.650065423967717,12242.08812605979,9667.850385975218,21909.938512035005,0.021909938512035005
