Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-2.96,2.7,-0.52,-1.86,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,2.46,14.04,-4.43,0.82,1.96,-7.09
2023,0.0,0.0,0.0,0.0,0.66,21.81,12.59,4.9,5.44,-4.12,0.0,7.58
2024,8.78,-3.47,-2.99,4.93,-0.61,2.42,0.61,-0.14,1.75,-1.19,0.0,0.0
2025,0.0,0.0,0.0,-1.43,-0.22,2.57,-6.24,-1.23,-2.14,2.74,2.95,2.44
2026,-0.01,0.0,0.0,2.06,4.5,-0.93,-1.48,1.34,,,,
