year,stock_days,gold_days,cash_days,stock_pnl,gold_pnl,cash_pnl,total_pnl,stock_pnl_share,gold_pnl_share,cash_pnl_share
2021,74,0,25,-10264.656092253514,0.0,-16750.27041463973,-27014.926506893244,0.37996239188858577,-0.0,0.6200376081114143
2022,104,0,144,61487.38655143208,0.0,3280.386904205079,64767.77345563716,0.9493515566587759,0.0,0.050648443341224134
2023,143,0,102,592245.8571272554,0.0,4512.969962396892,596758.8270896523,0.9924375312814285,0.0,0.007562468718571463
2024,197,0,49,160303.09395113983,0.0,1773.6217355018016,162076.71568664163,0.9890568998268023,0.0,0.010943100173197695
2025,143,0,105,-21377.327257539844,0.0,4261.988123824587,-17115.339133715257,1.2490156981715284,-0.0,-0.2490156981715284
2026,92,0,54,82764.6327016172,0.0,14737.439094475005,97502.0717960922,0.8488499903335832,0.0,0.15115000966641684
