year,beginning_value,ending_value,annual_return,realized_pnl,unrealized_pnl,buy_value,sell_value,turnover,buy_transaction_costs,sell_transaction_costs,transaction_costs,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000,972985.0734931068,-0.027014926506893244,-27014.92650689311,0,3022145.9913497614,2998237.9169265735,6.020383908276334,3584.948150734941,3106.8520837051556,6691.800234440097,31,12,19,0.3870967741935484,0.7576316223232752,0.10444272921878558
2022,972985.0734931068,1037752.8469487439,0.0665660504154651,37752.84694874391,0,5415905.929858926,5459315.861845926,11.177172279387387,6424.488427552991,5657.085038257157,12081.573465810148,55,22,33,0.4,1.196011620170133,0.13922537940887061
2023,1037752.8469487439,1634511.6740383962,0.5750490869230321,519333.7426275375,115177.93141085812,8082024.453435878,8610280.392473387,16.085048472754245,9587.107539301593,8922.196409971128,18509.30394927272,79,37,42,0.46835443037974683,3.138463656247362,0.08626278157698009
2024,1634511.6740383962,1796588.3897250379,0.09915910559769688,796588.389725037,0,14899366.190908395,15712236.008103164,18.728286059517284,17674.015559176798,16281.42746973271,33955.4430289095,122,56,66,0.45901639344262296,2.3030663638237847,0.1718466402318454
2025,1796588.3897250379,1779473.0505913226,-0.009526577835858498,605020.9303599219,174452.12023139946,20554071.582645476,21181040.85824978,23.230202688375766,24381.774117195542,21948.345244380736,46330.119361576275,155,65,90,0.41935483870967744,1.712622412900935,0.11120958582399329
2026,1779473.0505913226,1876975.1223874148,0.05479266559484678,704586.7833273388,172388.3390600746,24078576.08708594,24808870.46702184,27.472990691183767,28562.632997480076,25707.596608560172,54270.229606040244,176,78,98,0.4431818181818182,1.7190335794449063,0.07260732757934746
