symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
APARINDS,376721.1077235741,198800.1049877623,177921.0027358118,114996.49218045326,73896.46208058129,188892.95426103455,0.50141324812529,2,2,0,325.50148579985574,251817.4648163931
TRENT,317021.75245279516,317021.75245279516,0.0,173414.067465365,0.0,173414.067465365,0.5470099957610527,2,2,0,508.72950667229645,0.0
MAZDOCK,590322.33598079,590322.33598079,0.0,146702.69354949074,0.0,146702.69354949074,0.2485128625630467,4,2,2,764.5167103427361,0.0
BHEL,322381.6485614551,151933.37426275382,170448.27429870123,115155.91233712652,1527.3574631080264,116683.26980023454,0.3619414142241146,1,1,0,277.05195153177556,171975.63176180926
ADANIENSOL,368039.8044090079,190118.80167319608,177921.0027358118,29418.89280372006,53253.674379245494,82672.56718296555,0.2246294183199009,2,2,0,227.72664326568153,231174.6771150573
BASF,265270.904544916,265270.904544916,0.0,67044.742761227,0.0,67044.742761227,0.25274065723960654,2,1,1,344.711312770242,0.0
JBMA,201092.20214992482,201092.20214992482,0.0,65836.36666214533,0.0,65836.36666214533,0.32739393153127266,2,1,1,276.8852388293474,0.0
JSL,494214.2690798339,494214.2690798339,0.0,54229.757667235,0.0,54229.757667235,0.10972924308358019,5,4,1,568.9014705552358,0.0
FACT,362541.1052695443,362541.1052695443,0.0,52138.576827299075,0.0,52138.576827299075,0.14381424911399981,3,2,1,430.1475983857685,0.0
ADANIENT,197298.50734931068,197298.50734931068,0.0,42510.72822617341,0.0,42510.72822617341,0.21546401337395588,2,1,1,248.7543306484721,0.0
ADANIPOWER,753007.2830278059,753007.2830278059,0.0,40962.97310623947,0.0,40962.97310623947,0.05439917253061529,5,4,1,823.5860439046885,0.0
MRPL,168959.84525879077,168959.84525879077,0.0,39956.24847609127,0.0,39956.24847609127,0.2364836947790256,1,1,0,216.70884748871973,0.0
