asset_class,active_trading_days,active_years,total_return,cagr
Stocks,753,2.988095238095238,0.8752490254421919,0.23419072277172126
GOLDBEES,0,0.0,0.0,0.0
Combined,1232,4.888888888888889,0.876975122387414,0.1374562373714694
