year,beginning_value,ending_value,annual_return,realized_pnl,unrealized_pnl,buy_value,sell_value,turnover,buy_transaction_costs,sell_transaction_costs,transaction_costs,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000,935832.5748541275,-0.06416742514587252,-56731.42741991348,-7435.997725959052,2154527.3625740325,2099971.980719812,4.254499343293845,2555.7563751967973,2176.045565693368,4731.8019408901655,11,2,9,0.18181818181818182,0.5498782195937231,0.12351051358127615
2022,935832.5748541275,1003312.9298943647,0.07210729445996862,11589.014864819495,-8276.084970454685,5357357.581541627,5374515.809425584,11.467727966874884,6355.0368545219535,5569.213019137835,11924.249873659788,23,9,14,0.391304347826087,1.0457027967729176,0.17530171836708328
2023,1003312.9298943647,1978426.4877074845,0.9718937419811645,859231.6503493425,119194.83735814225,10168706.43593365,11039377.376143964,21.138054918030946,12062.383960671927,11439.289860972154,23501.67382164408,33,18,15,0.5454545454545454,4.076583418426993,0.09558741418521613
2024,1978426.4877074845,1906646.2137279066,-0.036281496646738604,965501.86425939,-58855.65053148358,17279203.63577291,18263630.749068886,17.965203461275586,20497.040612048324,18925.249036584653,39422.28964863298,53,25,28,0.4716981132075472,2.3491726119366607,0.21505068756680976
2025,1906646.2137279066,2524057.034932689,0.3238203379103092,1280415.3886589988,243641.64627369022,28543959.798943,29855312.03817407,30.629317288462154,33859.58725646118,30936.850572068965,64796.43782853014,70,30,40,0.42857142857142855,2.119407367960231,0.13144545836762747
2026,2524057.034932689,2465498.372405796,-0.02320021367047064,1359250.3961244524,106247.97628134361,35797554.24278337,37195347.42498863,28.918879667756222,42463.98957919996,38542.78608080627,81006.77566000623,81,37,44,0.4567901234567901,1.9515357073965807,0.24438680036113786
