year,stock_days,gold_days,cash_days,stock_pnl,gold_pnl,cash_pnl,total_pnl,stock_pnl_share,gold_pnl_share,cash_pnl_share
2021,74,25,0,-32460.419490328757,-31707.005655543762,0.0,-64167.42514587252,0.5058706877599674,0.4941293122400326,-0.0
2022,104,144,0,19647.03211262799,47833.3229276092,0.0,67480.35504023719,0.29115187821570965,0.7088481217842904,0.0
2023,143,102,0,841839.6677975075,133273.89001561236,0.0,975113.5578131198,0.8633247492584302,0.13667525074156978,0.0
2024,197,49,0,-20043.42685135454,-51736.847128223395,0.0,-71780.27397957793,0.27923307811637854,0.7207669218836215,-0.0
2025,143,105,0,-30613.5532337497,648024.3744385319,0.0,617410.8212047822,-0.04958376526995763,1.0495837652699576,0.0
2026,92,54,0,44036.86851981748,-102595.53104671044,0.0,-58558.662526892964,-0.7520128810932734,1.7520128810932734,-0.0
