asset_class,active_trading_days,active_years,total_return,cagr
Stocks,753,2.988095238095238,0.7247323668661281,0.2001115330117691
GOLDBEES,479,1.9007936507936507,0.42949620461153426,0.20681629123242584
Combined,1232,4.888888888888889,1.465498372405805,0.20271389695329023
