Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-3.01,0.01,-1.66,-1.83,-0.07
2022,-0.55,5.67,1.22,1.52,-1.88,-0.43,4.68,16.56,-5.76,-3.7,2.02,-10.04
2023,4.02,-2.59,7.72,0.35,-4.03,29.95,16.49,9.92,6.63,-4.73,2.09,8.7
2024,4.1,-10.87,-3.11,5.81,-6.07,6.9,0.08,2.01,3.53,-0.31,-3.93,-0.31
2025,7.79,2.92,4.3,9.66,-0.48,1.63,-6.56,-1.08,6.35,2.91,0.03,1.94
2026,1.01,0.37,-7.91,4.54,9.09,-8.98,-3.25,4.17,,,,
