symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
GOLDBEES,10483609.79853991,10483609.79853991,0.0,747700.0774237787,0.0,747700.0774237787,0.0713208610194471,6,5,1,11650.247596996795,0.0
TRENT,377379.21272941586,377379.21272941586,0.0,357258.38481957186,0.0,357258.38481957186,0.9466827338890264,1,1,0,762.0402250520422,0.0
APARINDS,893982.893707725,433865.56873952097,460117.324968204,201493.8939096516,78010.89556279988,279504.7894724515,0.3126511608216875,2,2,0,659.0589285403873,538128.2205310039
JBMA,421684.99803571764,421684.99803571764,0.0,140206.94049597555,0.0,140206.94049597555,0.33249212362091124,2,1,1,582.8510012585724,0.0
JSL,220761.4422655427,220761.4422655427,0.0,132844.4972494636,0.0,132844.4972494636,0.6017558858383962,1,1,0,366.79575157434783,0.0
FACT,811808.4210402463,811808.4210402463,0.0,117000.26989402475,0.0,117000.26989402475,0.14412300594775962,3,2,1,963.4540707299523,0.0
MAZDOCK,641801.6093445206,641801.6093445206,0.0,92049.65411893919,0.0,92049.65411893919,0.14342384434490676,2,1,1,761.2245600146128,0.0
GODFRYPHLP,1245820.0841064318,1245820.0841064318,0.0,82772.13726220536,0.0,82772.13726220536,0.06643988029906736,3,2,1,1378.1498779153303,0.0
BHEL,383560.12657208927,383560.12657208927,0.0,70537.8311683301,0.0,70537.8311683301,0.1839029301578684,1,1,0,471.0362103256047,0.0
ABCAPITAL,951911.9683928094,951911.9683928094,0.0,65795.69729922744,0.0,65795.69729922744,0.0691195189092072,2,1,1,1055.6690553119063,0.0
ADANIPOWER,685960.9306814247,685960.9306814247,0.0,45144.72110152203,0.0,45144.72110152203,0.06581237951362019,2,2,0,758.3765346073858,0.0
GVT&D,486322.1817314049,486322.1817314049,0.0,33024.889667498814,0.0,33024.889667498814,0.06790743031692191,1,1,0,538.719173221391,0.0
VBL,199638.74895001977,199638.74895001977,0.0,29498.543541770854,0.0,29498.543541770854,0.14775960927883752,1,1,0,237.68431471629944,0.0
ITC,199638.74895001977,199638.74895001977,0.0,26437.992928339812,0.0,26437.992928339812,0.13242916551715445,1,1,0,234.50960287739628,0.0
ARVIND,460117.3249682041,0.0,460117.3249682041,0.0,25394.96829890326,25394.96829890326,0.05519237577211019,0,0,0,0.0,485512.29326710734
MUTHOOTFIN,462708.45774658094,462708.45774658094,0.0,23478.368683916262,0.0,23478.368683916262,0.05074117036515257,1,1,0,504.32202199633366,0.0
ATGL,199638.74895001977,199638.74895001977,0.0,23237.11218328477,0.0,23237.11218328477,0.11639580144384826,1,1,0,231.18932646973008,0.0
COROMANDEL,480551.1487080018,480551.1487080018,0.0,21951.136045520434,0.0,21951.136045520434,0.04567908349514454,1,1,0,521.24606124206,0.0
CANBK,462708.45774658094,462708.45774658094,0.0,20791.37879229271,0.0,20791.37879229271,0.04493407986002249,1,1,0,501.5348050221998,0.0
ADANIENT,413104.12647397834,413104.12647397834,0.0,16973.144096938264,0.0,16973.144096938264,0.04108684229763416,2,1,1,446.11953043115915,0.0
CONSOFINVT,1020036.4212867947,559919.0963185907,460117.324968204,-22295.11935707128,34948.52176019468,12653.4024031234,0.012404853531760072,2,1,1,557.6778234111694,495065.8467283987
ADANIENSOL,648190.0912169262,188072.76624872215,460117.324968204,43321.91947212388,-32106.409340554208,11215.510131569674,0.01730281021499948,1,1,0,240.02591069510532,428010.9156276498
CUMMINSIND,795772.2874226987,795772.2874226987,0.0,6445.727155604702,0.0,6445.727155604702,0.008099964345932114,2,1,1,832.1414509816018,0.0
NATIONALUM,891470.0736827606,891470.0736827606,0.0,6360.739696589415,0.0,6360.739696589415,0.007135112982887358,2,1,1,931.320691139327,0.0
BAJFINANCE,480551.1487080018,480551.1487080018,0.0,4521.783146841575,0.0,4521.783146841575,0.00940957723022561,1,1,0,503.16657817485276,0.0
HERITGFOOD,393046.7021836827,393046.7021836827,0.0,4161.500226502063,0.0,4161.500226502063,0.010587800898421651,1,1,0,412.0244171643968,0.0
FORTIS,487142.12346790015,487142.12346790015,0.0,-1082.0511923529555,0.0,-1082.0511923529555,-0.0022212228017769774,1,0,1,504.19053980009613,0.0
LTF,462708.45774658094,462708.45774658094,0.0,-2147.252846553567,0.0,-2147.252846553567,-0.004640617240953024,1,0,1,477.7405422799003,0.0
BASF,200000.0,200000.0,0.0,-3106.454058635225,0.0,-3106.454058635225,-0.015532270293176125,1,0,1,204.23784810502715,0.0
LTTS,200923.55577017492,200923.55577017492,0.0,-4315.708865914071,0.0,-4315.708865914071,-0.021479357407204986,1,0,1,203.94149224295555,0.0
EICHERMOT,487142.12346790015,487142.12346790015,0.0,-4901.094617375125,0.0,-4901.094617375125,-0.010060913194048757,1,0,1,500.22904270166674,0.0
ITI,725752.2129586244,725752.2129586244,0.0,-7958.3548051792895,0.0,-7958.3548051792895,-0.010965663849285432,2,1,1,744.5681993858886,0.0
BSOFT,407272.6298897446,407272.6298897446,0.0,-11347.780264969395,0.0,-11347.780264969395,-0.027862859991454433,1,0,1,410.6931941931283,0.0
DALMIASUG,200000.0,200000.0,0.0,-12208.038343989198,0.0,-12208.038343989198,-0.061040191719945985,1,0,1,194.7967667333665,0.0
KALYANKJIL,1146433.745209469,1146433.745209469,0.0,-17582.181987727858,0.0,-17582.181987727858,-0.015336413518179678,3,1,2,1170.958717819343,0.0
SUZLON,1003879.0248891542,1003879.0248891542,0.0,-17879.413207673206,0.0,-17879.413207673206,-0.017810326507865234,3,2,1,1022.7782630426541,0.0
PRAJIND,200000.0,200000.0,0.0,-19936.482695237428,0.0,-19936.482695237428,-0.09968241347618714,1,0,1,186.78004462116252,0.0
