rebalance_date,beginning_value,ending_value,monthly_return,cash,invested_value,realized_pnl,unrealized_pnl,buy_value,sell_value,buy_transaction_costs,sell_transaction_costs,transaction_costs,turnover,holdings
2021-08-10,3000000.0,2996441.322,-0.001186225999999957,0.0,2996441.322,0.0,-3558.678000000029,3000000.0,0.0,3558.678,0.0,3558.678,1.0,16
2021-08-11,2996441.322,2936586.637178585,-0.019975256776082917,0.0,2936586.637178585,0.0,-63413.362821414965,0.0,0.0,0.0,0.0,0.0,0.0,16
2021-08-12,2936586.637178585,2978851.220498158,0.014392418321490519,0.0,2978851.220498158,0.0,-21148.779501842044,0.0,0.0,0.0,0.0,0.0,0.0,16
2021-08-13,2978851.220498158,2966777.0144044487,-0.004053309547863315,0.0,2966777.0144044487,0.0,-33222.985595551494,0.0,0.0,0.0,0.0,0.0,0.0,16
2021-08-16,2966777.0144044487,2969529.6055110954,0.0009278051883516714,0.0,2969529.605511096,0.0,-30470.39448890445,0.0,0.0,0.0,0.0,0.0,0.0,16
2021-08-17,2969529.6055110954,2958936.368621139,-0.003567311425451636,0.0,2958936.3686211384,0.0,-41063.63137886151,0.0,0.0,0.0,0.0,0.0,0.0,16
2021-08-18,2958936.368621139,2941869.278385993,-0.005767981500426456,386575.07112312637,2555294.2072628667,-13424.92887687363,-44705.79273713319,0.0,386976.0657838693,0.0,400.9946607429558,400.9946607429558,0.13078215195421716,15
2021-08-20,2941869.278385993,2878048.3606689638,-0.021694001900738336,386575.07112312637,2491473.289545838,0.0,-108526.7104541625,0.0,0.0,0.0,0.0,0.0,0.0,15
2021-08-23,2878048.3606689638,2819890.7143980325,-0.020207320719730082,599276.4357772912,2220614.2786207413,-20631.968679168524,-146052.3880459253,0.0,212921.9999665021,0.0,220.63531233728864,220.63531233728864,0.0739813836613264,14
2021-08-24,2819890.7143980325,2908952.033442966,0.03158325199987244,0.0,2908952.0334429666,-7113.791309138891,-49877.27769185294,712162.6444681523,113003.305654266,844.7858450968783,117.09696340489744,961.8828085017758,0.2926233793065871,16
2021-08-25,2908952.033442966,2916098.08868655,0.0024565737631383477,0.0,2916098.08868655,0.0,-42731.222448269196,0.0,0.0,0.0,0.0,0.0,0.0,16
2021-08-26,2916098.08868655,2909480.7956011374,-0.002269228566448178,0.0,2909480.7956011374,0.0,-49348.51553368161,0.0,0.0,0.0,0.0,0.0,0.0,16
2021-08-27,2909480.7956011374,2924093.440737689,0.005022423642955243,76826.49136481775,2847266.949372871,-23173.508635182254,-11562.361761947992,0.0,76906.18355177487,0.0,79.69218695712146,79.69218695712146,0.026432957958701712,15
2021-08-30,2924093.440737689,2958959.064697307,0.011923566967416255,76826.49136481775,2882132.5733324895,0.0,23303.262197670367,0.0,0.0,0.0,0.0,0.0,0.0,15
2021-08-31,2958959.064697307,2995204.5299877897,0.01224939733804331,76826.49136481775,2918378.038622972,0.0,59548.72748815321,0.0,0.0,0.0,0.0,0.0,0.0,15
2021-09-01,2995204.5299877897,2992299.687540473,-0.0009698310810609678,76826.49136481775,2915473.1961756554,0.0,56643.885040836336,0.0,0.0,0.0,0.0,0.0,0.0,15
2021-09-02,2992299.687540473,3008789.000907417,0.005510582190548341,192194.46010882407,2816594.5407985933,2481.7600531452335,70651.43835463522,0.0,115487.6400392937,0.0,119.67129528735715,119.67129528735715,0.03859494439015198,14
2021-09-03,3008789.000907417,3021690.5469952184,0.00428795308807306,192194.46010882407,2829496.086886395,0.0,83552.9844424365,0.0,0.0,0.0,0.0,0.0,0.0,14
2021-09-06,3021690.5469952184,3023670.8883532938,0.0006553753030880127,192194.46010882407,2831476.4282444697,0.0,85533.3258005118,0.0,0.0,0.0,0.0,0.0,0.0,14
2021-09-07,3023670.8883532938,2997794.088917491,-0.008558074073298116,192194.46010882407,2805599.628808667,0.0,59656.526364709,0.0,0.0,0.0,0.0,0.0,0.0,14
2021-09-08,2997794.088917491,2989000.086918181,-0.0029334910065440534,569586.5482508586,2419413.538667322,-22607.911857965577,73470.43622336423,0.0,377783.55728646717,0.0,391.4691444327267,391.4691444327267,0.12602051577961632,13
2021-09-09,2989000.086918181,2993773.314492264,0.0015969312262564817,964114.729006334,2029658.5854859296,7953.109632349166,70290.55416509816,0.0,394937.4251838241,0.0,409.2444283485333,409.2444283485333,0.13213028226808307,12
2021-09-13,2993773.314492264,3000021.9320651256,0.0020872046465953975,964114.729006334,2035907.2030587916,0.0,76539.17173795978,0.0,0.0,0.0,0.0,0.0,0.0,12
2021-09-14,3000021.9320651256,2992318.7976838546,-0.0025676926888225093,964114.729006334,2028204.0686775204,0.0,68836.0373566887,0.0,0.0,0.0,0.0,0.0,0.0,12
2021-09-15,2992318.7976838546,2998386.0585143142,0.002027611775575533,1071018.0291097972,1927368.0294045168,-13096.699896536826,87999.99808368532,0.0,107014.19099053653,0.0,110.8908870733597,110.8908870733597,0.03576296451881021,11
2021-09-16,2998386.0585143142,2986962.2228346253,-0.0038099949295219426,1071018.0291097972,1915944.193724828,0.0,76576.16240399676,0.0,0.0,0.0,0.0,0.0,0.0,11
2021-09-17,2986962.2228346253,2980528.5360374646,-0.002153923055329132,1071018.0291097972,1909510.5069276677,0.0,70142.47560683601,0.0,0.0,0.0,0.0,0.0,0.0,11
2021-09-20,2980528.5360374646,2939706.0510890787,-0.013696391245647477,1071018.0291097972,1868688.0219792812,0.0,29319.990658449795,0.0,0.0,0.0,0.0,0.0,0.0,11
2021-09-21,2939706.0510890787,2963307.9231693326,0.008028650371866286,1071018.0291097972,1892289.8940595356,0.0,52921.86273870377,0.0,0.0,0.0,0.0,0.0,0.0,11
2021-09-22,2963307.9231693326,3000773.8390255175,0.012643274619977385,0.0,3000773.839025518,0.0,90387.77859488913,1071018.0291097972,0.0,1270.4694325987982,0.0,1270.4694325987982,0.36142650607983945,16
2021-09-23,3000773.8390255175,3057610.7858649152,0.018940763245874903,87227.34061426655,2970383.4452506485,-12772.659385733452,159997.38482001983,0.0,87317.82161128352,0.0,90.48099701697387,90.48099701697387,0.0290984347023098,15
2021-09-24,3057610.7858649152,3029764.9809383536,-0.0091070469319674,204860.45590124227,2824904.5250371112,-2366.884713024294,134518.4646064824,0.0,117755.1362207612,0.0,122.02093378549449,122.02093378549449,0.03851214051347986,14
2021-09-27,3029764.9809383536,3020908.707162079,-0.002923089359073594,204860.45590124227,2816048.2512608366,0.0,125662.19083020785,0.0,0.0,0.0,0.0,0.0,0.0,14
2021-09-28,3020908.707162079,2962591.9673619936,-0.019304370126057013,549775.7243203346,2412816.243041659,-41044.866029662604,108390.31705978527,0.0,345273.0493299073,0.0,357.7809108149325,357.7809108149325,0.11429443349655735,13
2021-09-29,2962591.9673619936,2954085.0842211884,-0.0028714325950124353,549775.7243203346,2404309.359900854,0.0,99883.43391898028,0.0,0.0,0.0,0.0,0.0,0.0,13
2021-09-30,2954085.0842211884,2971050.9502222883,0.005743187998111576,760079.493059742,2210971.457162546,-2397.595914757432,119246.8958348371,0.0,210521.91702339688,0.0,218.14828398948643,218.14828398948643,0.07126467620985893,12
2021-10-01,2971050.9502222883,2967494.71586073,-0.0011969617556684131,760079.493059742,2207415.2228009882,0.0,115690.66147327899,0.0,0.0,0.0,0.0,0.0,0.0,12
2021-10-04,2967494.71586073,3037048.4177552243,0.023438525946732902,760079.493059742,2276968.9246954825,0.0,185244.36336777348,0.0,0.0,0.0,0.0,0.0,0.0,12
2021-10-05,3037048.4177552243,3069006.075558481,0.010522603991568014,760079.493059742,2308926.582498739,0.0,217202.02117103012,0.0,0.0,0.0,0.0,0.0,0.0,12
2021-10-06,3069006.075558481,3064171.129323255,-0.0015754110992909354,760079.493059742,2304091.6362635125,0.0,212367.0749358037,0.0,0.0,0.0,0.0,0.0,0.0,12
2021-10-07,3064171.129323255,3083018.132726602,0.0061507672410938685,1303220.1085092388,1779798.0242173625,23140.615449496923,208073.46288965375,0.0,543704.015686856,0.0,563.4002373591281,563.4002373591281,0.1774391810182407,10
2021-10-08,3083018.132726602,3068911.5189970983,-0.004575585715750452,1303220.1085092388,1765691.410487859,0.0,193966.84916015028,0.0,0.0,0.0,0.0,0.0,0.0,10
2021-10-11,3068911.5189970983,3079509.184652283,0.003453232714460297,1303220.1085092388,1776289.076143044,0.0,204564.5148153351,0.0,0.0,0.0,0.0,0.0,0.0,10
2021-10-12,3079509.184652283,3088217.9769339873,0.0028279806162319066,1303220.1085092388,1784997.8684247483,0.0,213273.3070970395,0.0,0.0,0.0,0.0,0.0,0.0,10
2021-10-13,3088217.9769339873,3096465.4407302095,0.0026706222999226537,1303220.1085092388,1793245.3322209707,0.0,221520.77089326174,0.0,0.0,0.0,0.0,0.0,0.0,10
2021-10-14,3096465.4407302095,3117040.7637748774,0.006644777226971321,1303220.1085092388,1813820.6552656384,0.0,242096.09393792917,0.0,0.0,0.0,0.0,0.0,0.0,10
2021-10-18,3117040.7637748774,3148503.4743659287,0.010093775787823889,1410683.0323395517,1737820.442026377,-12537.076169687192,286095.8806986681,0.0,107574.39521556946,0.0,111.47138525664866,111.47138525664866,0.034511706252212115,9
2021-10-19,3148503.4743659287,3112442.4483314706,-0.011453386133461474,1410683.0323395517,1701759.4159919186,0.0,250034.8546642097,0.0,0.0,0.0,0.0,0.0,0.0,9
2021-10-20,3112442.4483314706,3042682.723996192,-0.022413177269406392,1498977.8032351066,1543704.9207610853,11468.2795307372,168806.85079819424,0.0,88386.35913894005,0.0,91.58824338510729,91.58824338510729,0.028397748908199905,8
2021-10-21,3042682.723996192,3061444.362599344,0.006166150172407958,1498977.8032351066,1562466.5593642371,0.0,187568.4894013459,0.0,0.0,0.0,0.0,0.0,0.0,8
2021-10-22,3061444.362599344,3053591.349013547,-0.0025651335303475964,0.0,3053591.349013547,0.0,179715.47581554909,1498977.8032351066,0.0,1778.1264436203674,0.0,1778.1264436203674,0.48963091459300195,16
2021-10-25,3053591.349013547,2941643.6778350757,-0.03666098648551508,360770.7217193657,2580872.9561157096,-15634.751970866579,83402.55660794422,0.0,361144.9495058123,0.0,374.22778644660985,374.22778644660985,0.11826891952077316,15
2021-10-26,2941643.6778350757,3029907.2756648706,0.03000485697667954,603029.85180255,2426877.4238623204,8925.796749851055,162740.3576878885,0.0,242510.42569155706,0.0,251.29560837265942,251.29560837265942,0.0824404490315545,14
2021-10-27,3029907.2756648706,3010970.397127893,-0.006249986159336252,805457.5725301817,2205512.8245977107,-7876.048011775711,151679.5271626864,0.0,202637.69918010227,0.0,209.97845247060067,209.97845247060067,0.06687917508486667,13
2021-10-28,3010970.397127893,2988966.9230801025,-0.0073077683091069545,805457.5725301817,2183509.3505499205,0.0,129676.05311489603,0.0,0.0,0.0,0.0,0.0,0.0,13
2021-10-29,2988966.9230801025,2982574.470290583,-0.0021386830145755376,917887.2412813979,2064687.2290091852,-7683.989783921614,130967.59010929825,0.0,112546.29214534072,0.0,116.62339412459782,116.62339412459782,0.03765391021101124,12
2021-11-01,2982574.470290583,3031941.2519049086,0.016551734786865557,917887.2412813979,2114054.010623511,0.0,180334.371723624,0.0,0.0,0.0,0.0,0.0,0.0,12
2021-11-02,3031941.2519049086,3021671.7361616897,-0.003387109079625694,917887.2412813979,2103784.4948802916,0.0,170064.8559804047,0.0,0.0,0.0,0.0,0.0,0.0,12
2021-11-03,3021671.7361616897,3019989.9052991383,-0.0005565895336757665,1027365.7137563064,1992624.1915428317,-10635.186060229142,179018.2111780825,0.0,109592.03459054421,0.0,113.56211563562128,113.56211563562128,0.03626867646773393,11
2021-11-04,3019989.9052991383,3032536.970125852,0.004154671114859676,1027365.7137563064,2005171.256369546,0.0,191565.2760047968,0.0,0.0,0.0,0.0,0.0,0.0,11
