strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,initial_capital,final_portfolio_value,absolute_return,cagr,xirr,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,average_holding_days,portfolio_turnover,total_transaction_costs
Momentum V1,NIFTY200,NIFTY200,5,Monthly,Weekly Supertrend,1000000,2604924.7324501434,1.6049247324501434,0.21145500840667886,0.0,0.24438680036113763,0.9626034470977187,0.903414947390554,0.8652472559655657,82,39,43,0.47560975609756095,2.039532174266424,66.63414634146342,79.02085703086252,87840.24079267384
