Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-3.01,-0.52,0.8,-3.13,-0.07
2022,-0.55,5.67,1.22,1.52,-1.88,-0.43,4.68,16.56,-5.76,-3.7,2.02,-10.04
2023,4.02,-2.59,7.72,0.35,-4.03,29.95,16.49,9.92,6.63,-4.73,2.09,6.49
2024,9.26,-7.59,-1.47,6.94,-7.3,6.52,-0.12,1.48,3.33,-0.47,-3.93,-0.31
2025,7.79,2.92,4.3,9.66,-0.09,1.62,-6.92,-1.07,6.35,2.91,0.03,1.94
2026,1.01,0.37,-7.91,4.54,9.09,-8.98,-5.15,4.67,,,,
