symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
GOLDBEES,10995380.955001105,10995380.955001105,0.0,787783.0210069872,0.0,787783.0210069872,0.07164672367706136,6,5,1,12222.686339577875,0.0
TRENT,373348.37569506007,373348.37569506007,0.0,353442.4609960267,0.0,353442.4609960267,0.9466827338890261,1,1,0,753.9007731235888,0.0
APARINDS,930020.1628163273,436477.5168293518,493542.6459869755,202706.9230809659,83678.01367735618,286384.93675832206,0.3079341160637623,2,2,0,663.0265808122375,577220.6596643317
BHEL,890300.384755895,396757.7387689195,493542.6459869755,200444.68159278767,-2192.9294935225043,198251.75209926517,0.2226796208266521,1,1,0,619.4785950683838,491349.716493453
JBMA,404195.8093127506,404195.8093127506,0.0,141553.63076253585,0.0,141553.63076253585,0.35021053534230806,2,1,1,566.1063734343722,0.0
JSL,222090.4655137091,222090.4655137091,0.0,133644.24481146393,0.0,133644.24481146393,0.6017558858383968,1,1,0,369.00392740509204,0.0
FACT,816695.652494922,816695.652494922,0.0,112140.46794617796,0.0,112140.46794617796,0.13730998518677093,3,2,1,963.4825233814729,0.0
MAZDOCK,1049490.7869263466,1049490.7869263466,0.0,95853.60808299796,0.0,95853.60808299796,0.09133344406359709,3,2,1,1188.0667467156354,0.0
GODFRYPHLP,1343034.0381927756,1343034.0381927756,0.0,90170.06430771286,0.0,90170.06430771286,0.06713907596046355,3,2,1,1486.6638740772507,0.0
ABCAPITAL,1017919.8585264122,1017919.8585264122,0.0,70824.1716219265,0.0,70824.1716219265,0.06957735525904254,2,1,1,1129.3551385422836,0.0
ADANIPOWER,722491.7699659114,722491.7699659114,0.0,47579.07667419007,0.0,47579.07667419007,0.06585414346856151,2,2,0,798.7951654495992,0.0
GVT&D,521651.1601480401,521651.1601480401,0.0,35423.989807494436,0.0,35423.989807494436,0.06790743031692177,1,1,0,577.8545422387097,0.0
VBL,200840.60981787133,200840.60981787133,0.0,29676.13003401212,0.0,29676.13003401212,0.1477596092788375,1,1,0,239.11521667427132,0.0
ITC,200840.60981787133,200840.60981787133,0.0,26597.154360137112,0.0,26597.154360137112,0.13242916551715442,1,1,0,235.92139250398984,0.0
MUTHOOTFIN,496322.01215761935,496322.01215761935,0.0,25183.95977486504,0.0,25183.95977486504,0.05074117036515247,1,1,0,540.9586026406905,0.0
COROMANDEL,515434.98171170696,515434.98171170696,0.0,23544.597565927357,0.0,23544.597565927357,0.04567908349514453,1,1,0,559.0839908840838,0.0
ATGL,200840.60981787133,200840.60981787133,0.0,23377.003742222365,0.0,23377.003742222365,0.11639580144384833,1,1,0,232.58112744028458,0.0
CANBK,496322.01215761935,496322.01215761935,0.0,22301.772930577503,0.0,22301.772930577503,0.04493407986002245,1,1,0,537.9689076961483,0.0
ADANIENT,414387.05131564266,414387.05131564266,0.0,17901.243724811022,0.0,17901.243724811022,0.043199331803385595,2,1,1,448.4130280549985,0.0
ARVIND,685999.7843107313,192457.13832375588,493542.64598697546,-9742.361175862825,27239.791176874656,17497.43000101183,0.025506465747059438,1,0,1,189.53019878461845,520782.4371638501
IRCTC,187057.7279756905,187057.7279756905,0.0,12589.517610479164,0.0,12589.517610479164,0.06730284680949007,1,1,0,207.09426316471638,0.0
ADANIENSOL,680600.373962666,187057.7279756905,493542.6459869755,43088.108872096636,-34438.78628167958,8649.322590417054,0.012708371786600734,1,1,0,238.73047866241754,459103.85970529594
CUMMINSIND,843171.8765452802,843171.8765452802,0.0,7864.36543262425,0.0,7864.36543262425,0.009327120189120677,2,1,1,882.7806411324341,0.0
NATIONALUM,956231.106955162,956231.106955162,0.0,6822.816985876416,0.0,6822.816985876416,0.007135112982887243,2,1,1,998.9766809999724,0.0
HERITGFOOD,464171.6665846751,464171.6665846751,0.0,4914.5571884871115,0.0,4914.5571884871115,0.01058780089842168,1,1,0,486.583551843161,0.0
BAJFINANCE,515434.98171170696,515434.98171170696,0.0,4850.025267576247,0.0,4850.025267576247,0.00940957723022564,1,1,0,539.6920946225572,0.0
DALMIASUG,200000.0,200000.0,0.0,32.02215907097744,0.0,32.02215907097744,0.00016011079535488719,1,1,0,207.4933922416745,0.0
FORTIS,522530.66672652616,522530.66672652616,0.0,-1160.6570315606623,0.0,-1160.6570315606623,-0.002221222801776931,1,0,1,540.8175688923184,0.0
LTF,496322.01215761935,496322.01215761935,0.0,-2303.240486683177,0.0,-2303.240486683177,-0.00464061724095309,1,0,1,512.4461056717834,0.0
BASF,200000.0,200000.0,0.0,-3106.454058635225,0.0,-3106.454058635225,-0.015532270293176125,1,0,1,204.23784810502715,0.0
LTTS,182105.34379904153,182105.34379904153,0.0,-3911.5057652215464,0.0,-3911.5057652215464,-0.021479357407204948,1,0,1,184.84062467157412,0.0
EICHERMOT,522530.66672652616,522530.66672652616,0.0,-5257.135679163893,0.0,-5257.135679163893,-0.01006091319404855,1,0,1,536.5682879938788,0.0
ITI,730121.3706952822,730121.3706952822,0.0,-8006.265520224141,0.0,-8006.265520224141,-0.010965663849285648,2,1,1,749.0506327160666,0.0
BAJAJFINSV,192457.13832375588,192457.13832375588,0.0,-10961.22787356584,0.0,-10961.22787356584,-0.05695412479388843,1,0,1,188.2658672887558,0.0
BSOFT,396757.7387689195,396757.7387689195,0.0,-11054.805325844476,0.0,-11054.805325844476,-0.027862859991454485,1,0,1,400.0899915615798,0.0
PRAJIND,200000.0,200000.0,0.0,-19936.482695237428,0.0,-19936.482695237428,-0.09968241347618714,1,0,1,186.78004462116252,0.0
UNIONBANK,184759.85598797907,184759.85598797907,0.0,-20119.178740963278,0.0,-20119.178740963278,-0.1088936697497333,1,0,1,170.78191908585285,0.0
SUZLON,1035189.7604498247,1035189.7604498247,0.0,-20187.852270493073,0.0,-20187.852270493073,-0.019501595786381012,3,2,1,1052.8623706679439,0.0
KALYANKJIL,1216519.5107519866,1216519.5107519866,0.0,-22362.359229031383,0.0,-22362.359229031383,-0.018382244617850953,3,1,2,1238.7002619116256,0.0
FINCABLES,222090.4655137091,222090.4655137091,0.0,-25862.452400720907,0.0,-25862.452400720907,-0.1164500796596533,1,0,1,203.54749031772127,0.0
BANKINDIA,220520.27569744858,220520.27569744858,0.0,-26442.14755508698,0.0,-26442.14755508698,-0.11990801059656446,1,0,1,201.3174127497909,0.0
MFSL,495389.191799886,495389.191799886,0.0,-28962.109626554597,0.0,-28962.109626554597,-0.058463345801565106,1,0,1,483.8252219265586,0.0
INDHOTEL,192457.13832375585,192457.13832375585,0.0,-29032.054530146754,0.0,-29032.054530146754,-0.15084945553595608,1,0,1,169.52098292917313,0.0
TORNTPOWER,382572.86875508586,382572.86875508586,0.0,-37498.802541853416,0.0,-37498.802541853416,-0.09801741211779257,1,0,1,357.9456319062407,0.0
DELHIVERY,522530.66672652616,522530.66672652616,0.0,-48171.22314043724,0.0,-48171.22314043724,-0.09218831775408186,1,0,1,492.05346738573377,0.0
EIHOTEL,382572.86875508586,382572.86875508586,0.0,-51431.95594744287,0.0,-51431.95594744287,-0.13443701879541384,1,0,1,343.4927596433669,0.0
BEL,455762.5984591011,455762.5984591011,0.0,-51563.809857598,0.0,-51563.809857598,-0.1131374317066195,1,0,1,419.2757583593629,0.0
CHAMBLFERT,515434.98171170696,515434.98171170696,0.0,-59672.38325260583,0.0,-59672.38325260583,-0.11577092236627001,1,0,1,472.7629436048805,0.0
EXIDEIND,464171.6665846751,464171.6665846751,0.0,-62522.18478141239,0.0,-62522.18478141239,-0.13469625417131526,1,0,1,416.6313601789004,0.0
MRPL,364142.242735794,364142.242735794,0.0,-66174.87615454616,0.0,-66174.87615454616,-0.18172809520086308,1,0,1,309.08181101171755,0.0
HINDCOPPER,521651.1601480401,521651.1601480401,0.0,-66974.94002967374,0.0,-66974.94002967374,-0.12839028290604557,1,0,1,471.6360423980443,0.0
CHENNPETRO,697162.6219754906,697162.6219754906,0.0,-74155.87463341792,0.0,-74155.87463341792,-0.10636811598316717,2,0,2,646.2454461049222,0.0
HINDZINC,321520.7163972402,321520.7163972402,0.0,-100130.79484642672,0.0,-100130.79484642672,-0.31142875012356813,1,0,1,229.6479600359494,0.0
DEEPAKFERT,1730279.6145817782,1730279.6145817782,0.0,-122965.83781850451,0.0,-122965.83781850451,-0.07106703262421912,5,0,5,1667.2679920826638,0.0
