year,stock_days,gold_days,cash_days,stock_pnl,gold_pnl,cash_pnl,total_pnl,stock_pnl_share,gold_pnl_share,cash_pnl_share
2021,74,25,0,-25401.5689905138,-33131.97717899061,0.0,-58533.54616950441,0.4339660015976932,0.5660339984023068,-0.0
2022,104,144,0,19765.31074936455,48121.28806117363,0.0,67886.59881053818,0.29115187821570965,0.7088481217842904,0.0
2023,143,102,0,806509.9795222296,134076.22259863315,0.0,940586.2021208628,0.8574546146899519,0.14254538531004807,0.0
2024,197,49,0,150651.35888923565,-55538.47103167861,0.0,95112.88785755704,1.5839216144383517,-0.5839216144383517,0.0
2025,143,105,0,-32797.54586212756,695163.0987810979,0.0,662365.5529189704,-0.049515778285257245,1.0495157782852573,0.0
2026,92,54,0,7555.642151114531,-110048.60523939505,0.0,-102492.96308828052,-0.07371864295314216,1.0737186429531422,-0.0
