initial_capital,final_portfolio_value,absolute_return,cagr,xirr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000,2604924.7324501434,1.6049247324501434,0.21145500840667886,0.0,0.2261366803889249,0.9626034470977187,0.903414947390554,0.8652472559655657,0.24438680036113763,199,82,39,43,0.47560975609756095,2.039532174266424,18666.324919159946,0.047575051503067955,77001.76709195715,-34242.56449337707,468994.70717387536,-118102.4223423922,66.63414634146342,60.0,39711827.966744155,39309029.06411836,79.02085703086252,47107.20284167872,40733.037950995116,87840.24079267384,0.08784024079267384
