symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
GOLDBEES,8378469.259557046,6292772.298045673,2085696.9615113721,785950.5709598971,-136196.1859158175,649754.3850440796,0.07755048862928345,5,5,0,7342.7654481274185,1949500.7755955546
BSOFT,1004505.432186649,1004505.432186649,0.0,346283.3699150655,0.0,346283.3699150655,0.3447302113252504,3,2,1,1401.1744106014512,0.0
COALINDIA,1662295.5730563728,1662295.5730563728,0.0,176007.261828412,0.0,176007.261828412,0.1058820493065484,4,3,1,1906.8731449127813,0.0
SHRIRAMFIN,1171402.865198627,1171402.865198627,0.0,142581.55271721506,0.0,142581.55271721506,0.12171863067198357,2,1,1,1362.997190566053,0.0
NTPC,1361347.4828623657,1361347.4828623657,0.0,120696.22072151599,0.0,120696.22072151599,0.08865937774222084,3,3,0,1537.3252351690496,0.0
EICHERMOT,1439445.4722216292,1439445.4722216292,0.0,69895.08651376632,0.0,69895.08651376632,0.04855695325915387,3,1,2,1565.6402869881686,0.0
BAJAJ-AUTO,2530840.1212534243,2530840.1212534243,0.0,42907.16687834054,0.0,42907.16687834054,0.016953724780169176,5,3,2,2669.7503220888825,0.0
ABB,1284694.455351925,1284694.455351925,0.0,17476.852981276526,0.0,17476.852981276526,0.013603898505570318,3,2,1,1350.7434416224191,0.0
BEL,1204011.797556607,1204011.797556607,0.0,4601.397403157722,0.0,4601.397403157722,0.0038217211928451935,2,1,1,1253.6955284630544,0.0
BAJFINANCE,864560.491514883,864560.491514883,0.0,3931.7176233877435,0.0,3931.7176233877435,0.004547648963808868,2,2,0,900.8877311966608,0.0
SBILIFE,494564.6563315546,494564.6563315546,0.0,-1421.6964052767598,0.0,-1421.6964052767598,-0.002874642146533939,1,0,1,511.53762537996414,0.0
ULTRACEMCO,363160.6877033874,363160.6877033874,0.0,-1839.1559993703127,0.0,-1839.1559993703127,-0.0050643036585293864,1,0,1,374.7991421273769,0.0
BAJAJFINSV,1422112.088160489,1422112.088160489,0.0,-2312.197372048213,0.0,-2312.197372048213,-0.0016258896828864277,3,1,2,1472.7596734975725,0.0
HEROMOTOCO,531289.655992551,531289.655992551,0.0,-4079.489175462101,0.0,-4079.489175462101,-0.0076784652768005284,1,0,1,546.8755690035711,0.0
ABBOTINDIA,880205.9241201112,880205.9241201112,0.0,-7265.776525579611,0.0,-7265.776525579611,-0.008254632610934504,2,0,2,905.5015816632517,0.0
ONGC,363160.6877033874,363160.6877033874,0.0,-11711.350710227818,0.0,-11711.350710227818,-0.03224839886797742,1,0,1,364.5587058846378,0.0
BRITANNIA,746510.5504792883,746510.5504792883,0.0,-11714.756671171142,0.0,-11714.756671171142,-0.015692687348691618,2,0,2,762.2043221705555,0.0
TITAN,347520.36747082183,347520.36747082183,0.0,-13884.25952032159,0.0,-13884.25952032159,-0.03995236199066038,1,0,1,346.0810277561828,0.0
TRENT,492049.7132493005,492049.7132493005,0.0,-18628.60341799912,0.0,-18628.60341799912,-0.03785918966395333,1,0,1,491.0801329579046,0.0
BHARTIARTL,900040.1056044636,900040.1056044636,0.0,-18690.267260524568,0.0,-18690.267260524568,-0.020766038251120215,2,0,2,914.2249612624959,0.0
DRREDDY,390576.2809229576,390576.2809229576,0.0,-19895.407334764906,0.0,-19895.407334764906,-0.050938595881323726,1,0,1,384.50759568264243,0.0
KOTAKBANK,556968.129743507,556968.129743507,0.0,-20253.05237476945,0.0,-20253.05237476945,-0.03636303639868284,1,0,1,556.735021065436,0.0
JSWSTEEL,333333.3333333333,333333.3333333333,0.0,-24233.765207749693,0.0,-24233.765207749693,-0.07270129562324909,1,0,1,320.6292534492857,0.0
ASAHIINDIA,1682073.3652867195,1682073.3652867195,0.0,-24487.456808477313,0.0,-24487.456808477313,-0.014557900573084264,3,1,2,1719.415318456558,0.0
LT,1515965.7389715423,1515965.7389715423,0.0,-32821.31054573425,0.0,-32821.31054573425,-0.021650430284790474,4,1,3,1538.4670180141702,0.0
BPCL,1681192.3838415486,1681192.3838415486,0.0,-56441.2763291723,0.0,-56441.2763291723,-0.0335721698906363,3,1,2,1685.3557505811214,0.0
MARUTI,1319583.2668622164,1319583.2668622164,0.0,-68434.66666275455,0.0,-68434.66666275455,-0.05186081726049965,2,0,2,1297.8175416702225,0.0
ABREL,1994084.66278285,1994084.66278285,0.0,-83350.76192144508,0.0,-83350.76192144508,-0.041799008576258095,4,1,3,1982.0059532549276,0.0
INDUSTOWER,1111402.412318307,1111402.412318307,0.0,-83778.90675222594,0.0,-83778.90675222594,-0.07538125329192787,2,0,2,1065.9547647207455,0.0
ADANIENT,413250.5299472337,413250.5299472337,0.0,-119390.07903558755,0.0,-119390.07903558755,-0.2889048419389371,1,0,1,304.8217037811938,0.0
