decision_date,exit_date,universe,action,symbol,reason,entry_date,entry_rank,exit_rank,score,exit_price,quantity,gross_value,cost_value,brokerage,stt,exchange_charge,sebi_charge,gst,stamp_duty,sell_transaction_cost,net_value,realized_pnl,entry_price,buy_transaction_cost,invested_amount,total_transaction_cost,net_realized_pnl,holding_days,proceeds,gross_realized_pnl,return_pct,sell_reason
2026-06-02,2026-06-03,NIFTY_AUTO,SELL,BAJAJ-AUTO,RANK_EXIT,2026-06-02,2,2.0,0.6261051955090912,10259.0,5.754931376152354,59039.840987947,59375.0,0.0,59.039840987947,1.753483277342026,0.059039840987947,0.3262541612993951,0.0,61.178618267576375,58978.66236967942,-396.3376303205805,10305.0,70.43216875,59375.0,131.61078701757637,-396.3376303205805,1,59039.840987947,-335.1590120530018,-0.0066751600896097765,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_CONSUMER_DURABLES,SELL,KAJARIACER,RANK_EXIT,2026-06-02,2,2.0,0.7741750850872857,1110.199951171875,53.86427595935513,59800.11653998447,59375.0,0.0,59.80011653998447,1.7760634612375388,0.05980011653998447,0.33045544399995413,0.0,61.96643556176195,59738.150104422704,363.1501044227043,1101.0,70.43216875,59375.0,132.39860431176194,363.1501044227043,1,59800.11653998447,425.11653998446855,0.0061162122850139675,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_FINANCIAL_SERVICES,SELL,AXISBANK,RANK_EXIT,2026-06-02,2,2.0,0.7197906180454919,1255.199951171875,46.955318947941414,58938.31405071588,59375.0,0.0,58.93831405071588,1.7504679273062618,0.05893831405071588,0.32569312344425594,0.0,61.07341341551711,58877.24063730037,-497.7593626996313,1263.0,70.43216875,59375.0,131.50558216551713,-497.7593626996313,1,58938.31405071588,-436.68594928411767,-0.00838331558230958,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_FMCG,SELL,MARICO,RANK_EXIT,2026-06-02,2,2.0,0.8990584519692728,811.25,74.60632282023722,60524.37938791745,59375.0,0.0,60.52437938791745,1.7975740678211483,0.060524379387917444,0.33445772049763184,0.0,62.71693555562414,60461.66245236182,1086.662452361823,794.9000244140625,70.43216875,59375.0,133.14910430562415,1086.662452361823,1,60524.37938791745,1149.3793879174482,0.018301683408199123,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_MEDIA,SELL,ZEEL,RANK_EXIT,2026-06-02,1,3.0,0.5416666666666667,94.5,628.292914659705,59373.680435342125,59375.0,0.0,59.37368043534212,1.7633983089296612,0.05937368043534212,0.3280989580857006,0.0,61.52455138279283,59312.155883959334,-62.84411604066554,94.38999938964844,70.43216875,59375.0,131.95672013279284,-62.84411604066554,1,59373.680435342125,-1.319564657875162,-0.0010584272175269986,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_MEDIA,SELL,SUNTV,RANK_EXIT,2026-06-02,2,4.0,0.45833333333333337,515.25,116.74127525836614,60150.94207687316,59375.0,0.0,60.15094207687316,1.7864829796831327,0.06015094207687315,0.332394105916801,0.0,62.329970104549965,60088.61210676861,713.6121067686108,508.0,70.43216875,59375.0,132.76213885454996,713.6121067686108,1,60150.94207687316,775.9420768731579,0.012018730219260814,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_METAL,SELL,HINDCOPPER,RANK_EXIT,2026-06-02,2,2.0,0.808735255558458,545.4000244140625,109.30710379792689,59616.09708001979,59375.0,0.0,59.61609708001979,1.7705980832765877,0.05961609708001979,0.32943855246418935,0.0,61.77574981284059,59554.32133020695,179.32133020694891,542.5499877929688,70.43216875,59375.0,132.20791856284058,179.32133020694891,1,59616.09708001979,241.09708001979016,0.003020148719274929,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_OIL_GAS,SELL,ATGL,RANK_EXIT,2026-06-02,2,2.0,0.644658987488155,717.3494873046875,80.9348955897563,58058.60585637009,59375.0,0.0,58.05860585637009,1.7243405939341918,0.05805860585637009,0.3208318559623011,0.0,60.16183691212296,57998.44401945797,-1376.555980542027,732.7441074595766,70.43216875,59375.0,130.59400566212295,-1376.555980542027,1,58058.60585637009,-1316.3941436299065,-0.02318410072491835,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_PHARMA,SELL,BIOCON,RANK_EXIT,2026-06-02,2,3.0,0.5363465549606199,411.9568786621094,139.70719200255053,57553.33874401872,59375.0,0.0,57.553338744018724,1.709334160697356,0.05755333874401872,0.31803974989944744,0.0,59.63826599335955,57493.70047802536,-1881.2995219746372,424.4918746213675,70.43216875,59375.0,130.07043474335956,-1881.2995219746372,1,57553.33874401872,-1821.6612559812784,-0.03168504458062547,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_PHARMA,SELL,LUPIN,RANK_EXIT,2026-06-02,3,2.0,0.5276168439878708,2261.199951171875,26.45163596398305,59812.43795017469,59375.0,0.0,59.81243795017469,1.7764294071201883,0.059812437950174685,0.33052353211266533,0.0,61.979203327357716,59750.45874684733,375.4587468473328,2242.0,70.43216875,59375.0,132.41137207735773,375.4587468473328,1,59812.43795017469,437.437950174688,0.006323515736376131,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_PRIVATE_BANK,SELL,BANDHANBNK,RANK_EXIT,2026-06-02,2,2.0,0.724318810378795,207.6199951171875,289.1636300658191,60036.151462333575,59375.0,0.0,60.03615146233358,1.7830736984313071,0.06003615146233357,0.3317597729808553,0.0,62.211021085208074,59973.940441248364,598.9404412483636,205.08999633789062,70.43216875,59375.0,132.6431898352081,598.9404412483636,1,60036.151462333575,661.1514623335752,0.010087417957867178,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_REALTY,SELL,PHOENIXLTD,RANK_EXIT,2026-06-02,2,2.0,0.8632667214656441,1710.4000244140625,34.49143130695245,58994.14494948743,59375.0,0.0,58.994144949487435,1.7521261049997767,0.05899414494948743,0.32600164499086753,0.0,61.131266844427564,58933.013682643,-441.98631735699746,1719.4000244140625,70.43216875,59375.0,131.56343559442757,-441.98631735699746,1,58994.14494948743,-380.8550505125677,-0.007443980081802063,RANK_EXIT
2026-06-02,2026-06-03,NIFTY_MIDSMALL_FINANCIAL_SERVICES,SELL,PNBHOUSING,RANK_EXIT,2026-06-02,6,7.0,0.512655307478676,993.0,59.471086146494784,59054.78854346932,59375.0,0.0,59.05478854346932,1.753927219741039,0.05905478854346932,0.3263367614912115,0.0,61.19410731324504,58993.594436156076,-381.405563843924,997.2000122070312,70.43216875,59375.0,131.62627606324503,-381.405563843924,1,59054.78854346932,-320.2114565306765,-0.006423672654213457,RANK_EXIT
2026-06-03,2026-06-04,NIFTY_MEDIA,SELL,ZEEL,RANK_EXIT,2026-06-03,1,4.0,0.5416666666666667,104.41999816894531,633.0102736672264,66098.93161725535,59700.38399536397,0.0,66.09893161725536,1.963138269032484,0.06609893161725534,0.36526269611695306,0.0,68.49343151402206,66030.43818574132,6330.054190377356,94.19999694824219,70.81814770528462,59700.38399536397,139.31157921930668,6330.054190377356,1,66098.93161725535,6398.547621891383,0.10603037646908461,RANK_EXIT
2026-06-03,2026-06-04,NIFTY_MEDIA,SELL,SUNTV,RANK_EXIT,2026-06-03,2,3.0,0.45833333333333337,511.8999938964844,115.80804626201943,59282.13817469153,59700.38399536397,0.0,59.28213817469153,1.7606795037883385,0.05928213817469152,0.32759309555334537,0.0,61.42969291220791,59220.70848177932,-479.675513584647,514.9000244140625,70.81814770528462,59700.38399536397,132.24784061749253,-479.675513584647,1,59282.13817469153,-418.24582067244046,-0.008034714041737088,RANK_EXIT
