decision_date,execution_date,universe,action,symbol,reason,entry_date,entry_rank,exit_rank,score,price,quantity,gross_value,cost_value,brokerage,stt,exchange_charge,sebi_charge,gst,stamp_duty,transaction_cost,net_value,realized_pnl,rebalance_date,rank_before,rank_after,trade_value,entry_price,exit_price,notes,portfolio_value,cash_after,weight_after,weight_before
2026-06-01,2026-06-02,NIFTY_AUTO,BUY,BHARATFORG,INITIAL_ENTRY,2026-06-02,1,,0.8564557541528095,1908.1107696516624,31.080254236013992,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,1908.1107696516624,,NIFTY_AUTO,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_AUTO,BUY,BAJAJ-AUTO,INITIAL_ENTRY,2026-06-02,2,,0.6261051955090912,10305.0,5.754931376152354,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,10305.0,,NIFTY_AUTO,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_CHEMICALS,BUY,SOLARINDS,INITIAL_ENTRY,2026-06-02,1,,0.8848867917525354,18171.0,3.2636931281299875,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,18171.0,,NIFTY_CHEMICALS,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_CHEMICALS,BUY,HSCL,INITIAL_ENTRY,2026-06-02,2,,0.8446175832445371,600.0,98.84094638541667,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,600.0,,NIFTY_CHEMICALS,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_CONSUMER_DURABLES,BUY,TITAN,INITIAL_ENTRY,2026-06-02,1,,0.8599047429415093,4017.39990234375,14.7619279317082,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,4017.39990234375,,NIFTY_CONSUMER_DURABLES,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_CONSUMER_DURABLES,BUY,KAJARIACER,INITIAL_ENTRY,2026-06-02,2,,0.7741750850872857,1101.0,53.86427595935513,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,1101.0,,NIFTY_CONSUMER_DURABLES,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_FINANCIAL_SERVICES,BUY,PFC,INITIAL_ENTRY,2026-06-02,1,,0.8356898292300341,416.1000061035156,142.52479442765608,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,416.1000061035156,,NIFTY_FINANCIAL_SERVICES,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_FINANCIAL_SERVICES,BUY,AXISBANK,INITIAL_ENTRY,2026-06-02,2,,0.7197906180454919,1263.0,46.955318947941414,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,1263.0,,NIFTY_FINANCIAL_SERVICES,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_FINANCIAL_SERVICES_EX_BANK,BUY,BSE,INITIAL_ENTRY,2026-06-02,1,,0.8941141814364123,4020.0,14.752380057524876,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,4020.0,,NIFTY_FINANCIAL_SERVICES_EX_BANK,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_FINANCIAL_SERVICES_EX_BANK,BUY,MCX,INITIAL_ENTRY,2026-06-02,2,,0.8284667227852593,2890.0,20.52061170631488,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,2890.0,,NIFTY_FINANCIAL_SERVICES_EX_BANK,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_FMCG,BUY,NESTLEIND,INITIAL_ENTRY,2026-06-02,1,,0.9802558844614458,1385.0,42.81918254963899,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,1385.0,,NIFTY_FMCG,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_FMCG,BUY,MARICO,INITIAL_ENTRY,2026-06-02,2,,0.8990584519692728,794.9000244140625,74.60632282023722,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,794.9000244140625,,NIFTY_FMCG,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_HEALTHCARE,BUY,LAURUSLABS,INITIAL_ENTRY,2026-06-02,1,,0.9088315904586102,1388.0,42.72663388418588,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,1388.0,,NIFTY_HEALTHCARE,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_HEALTHCARE,BUY,AUROPHARMA,INITIAL_ENTRY,2026-06-02,2,,0.7401880365445063,1436.9000244140625,41.27257764884036,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,1436.9000244140625,,NIFTY_HEALTHCARE,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_MEDIA,BUY,ZEEL,INITIAL_ENTRY,2026-06-02,1,,0.5416666666666667,94.38999938964844,628.292914659705,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,94.38999938964844,,NIFTY_MEDIA,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_MEDIA,BUY,SUNTV,INITIAL_ENTRY,2026-06-02,2,,0.45833333333333337,508.0,116.74127525836614,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,508.0,,NIFTY_MEDIA,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_METAL,BUY,NATIONALUM,INITIAL_ENTRY,2026-06-02,1,,0.901042840404258,436.0,136.01965098910551,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,436.0,,NIFTY_METAL,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_METAL,BUY,HINDCOPPER,INITIAL_ENTRY,2026-06-02,2,,0.808735255558458,542.5499877929688,109.30710379792689,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,542.5499877929688,,NIFTY_METAL,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_OIL_GAS,BUY,CHENNPETRO,INITIAL_ENTRY,2026-06-02,1,,0.8080651096030992,1094.0,54.208928547760515,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,1094.0,,NIFTY_OIL_GAS,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_OIL_GAS,BUY,ATGL,INITIAL_ENTRY,2026-06-02,2,,0.644658987488155,732.7441074595766,80.9348955897563,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,732.7441074595766,,NIFTY_OIL_GAS,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_PHARMA,BUY,BIOCON,INITIAL_ENTRY,2026-06-02,2,,0.5363465549606199,424.4918746213675,139.70719200255053,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,424.4918746213675,,NIFTY_PHARMA,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_PHARMA,BUY,LUPIN,INITIAL_ENTRY,2026-06-02,3,,0.5276168439878708,2242.0,26.45163596398305,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,3,,59375.0,2242.0,,NIFTY_PHARMA,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_PRIVATE_BANK,BUY,FEDERALBNK,INITIAL_ENTRY,2026-06-02,1,,0.7345089167210644,286.5,206.99674635689354,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,1,,59375.0,286.5,,NIFTY_PRIVATE_BANK,1897746.1706,0.0,0.03125,
2026-06-01,2026-06-02,NIFTY_PRIVATE_BANK,BUY,BANDHANBNK,INITIAL_ENTRY,2026-06-02,2,,0.724318810378795,205.08999633789062,289.1636300658191,59375.0,59375.0,0.0,59.375,1.7634375,0.059375,0.32810625,8.90625,70.43216875,59304.56783125,0.0,2026-06-02,2,,59375.0,205.08999633789062,,NIFTY_PRIVATE_BANK,1897746.1706,0.0,0.03125,
