initial_capital,final_portfolio_value,total_return,cagr,absolute_return,xirr,max_drawdown,max_drawdown_duration,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000.0,1935864.1793159123,0.9358641793159124,0.11136327126590961,0.9358641793159124,0.0,0.10985082018918368,446,0.0893057729018713,1.2523415312399366,1.4088919167989875,1.013768227439005,381,190,191,0.49868766404199477,2.687705243150468,1988.8181965822498,0.09668317237692596,6351.137256431142,-2350.661496461151,40404.565465964646,-11386.985485210003,134.7769028871391,104.0,11058506.20255989,10395299.63448701,21.4538058370469,13117.887578637805,10771.87975904594,23889.76733768375,0.02388976733768375
