year,universe,stock_days,gold_days,cash_days,stock_pnl,gold_pnl,cash_pnl,total_pnl,stock_pnl_share,gold_pnl_share,cash_pnl_share
2020,COMBINED,1259,0,1933,142533.07110069253,0.0,4721.23398915647,147254.305089849,0.9679382277735394,0.0,0.032061772226460554
2020,NIFTY_AUTO,155,0,13,15422.587525736839,0.0,0.0,15422.587525736839,1.0,0.0,0.0
2020,NIFTY_BANK,113,0,55,19326.22196421319,0.0,0.0,19326.22196421319,1.0,0.0,0.0
2020,NIFTY_CHEMICALS,0,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NIFTY_CONSUMER_DURABLES,0,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NIFTY_FINANCIAL_SERVICES,113,0,55,4027.8047575263627,0.0,0.0,4027.8047575263627,1.0,0.0,0.0
2020,NIFTY_FINANCIAL_SERVICES_EX_BANK,0,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NIFTY_FMCG,55,0,113,-3452.8320756090397,0.0,46.585744959338626,-3406.246330649701,1.0136765637118361,-0.0,-0.013676563711836115
2020,NIFTY_HEALTHCARE,0,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NIFTY_IT,134,0,34,33656.10946386886,0.0,0.0,33656.10946386886,1.0,0.0,0.0
2020,NIFTY_MEDIA,76,0,92,9400.385798441857,0.0,2130.873835202743,11531.2596336446,0.8152089274804357,0.0,0.18479107251956423
2020,NIFTY_METAL,116,0,52,19421.39788104716,0.0,1146.0510518886367,20567.448932935797,0.9442784053761085,0.0,0.055721594623891424
2020,NIFTY_MIDSMALL_FINANCIAL_SERVICES,0,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NIFTY_MIDSMALL_HEALTHCARE,0,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NIFTY_MIDSMALL_IT_TELECOM,0,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NIFTY_OIL_GAS,0,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NIFTY_PHARMA,155,0,13,17057.015714960748,0.0,0.0,17057.015714960748,1.0,0.0,0.0
2020,NIFTY_PRIVATE_BANK,113,0,55,12554.143093286497,0.0,0.0,12554.143093286497,1.0,0.0,0.0
2020,NIFTY_PSU_BANK,95,0,73,-7285.684558692337,0.0,1397.7233571057513,-5887.961201586586,1.2373866452668059,-0.0,-0.23738664526680595
