year,beginning_value,ending_value,year_return,period_return,cumulative_return,cash,invested_value,realized_pnl,unrealized_pnl,buy_value,sell_value,buy_transaction_costs,sell_transaction_costs,transaction_costs,turnover,holdings,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2020,1000000.0,1023374.7501575415,0.023374750157541424,0.024590145627628734,0.023374750157541424,0.0,1023374.7501575416,0.0,23374.75015754153,1000000.0,0.0,1186.2259999999999,0.0,1186.2259999999999,1.0,19,0,0,0,0.0,0.0,0.13992266645564422
2021,1023374.7501575415,970276.2095559095,-0.051885724748883866,-0.051885724748883755,-0.02972379044409046,0.0,970276.2095559095,0.0,-29723.79044409043,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.15478303148992056
2022,970276.2095559095,1094484.69706969,0.12801353500219292,0.12801353500219492,0.0944846970696902,0.0,1094484.69706969,0.0,94484.69706968998,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.08508336051136589
2023,1094484.69706969,1255183.747138265,0.14682621922336714,0.14682621922336625,0.25518374713826497,0.0,1255183.7471382646,0.0,255183.74713826494,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.08112737493244748
2024,1255183.747138265,1499156.2054831216,0.19437190682328187,0.19437190682328187,0.49915620548312156,0.0,1499156.2054831213,0.0,499156.2054831217,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.07803634720235608
2025,1499156.2054831216,2575629.5854734923,0.7180528460297864,0.7180528460297888,1.575629585473492,0.0,2575629.585473492,0.0,1575629.585473492,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.10424571463171228
2026,2575629.5854734923,2857730.088066097,0.1095268140200154,0.10952681402001607,1.8577300880660967,0.0,2857730.0880660964,0.0,1857730.0880660967,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0,0.0,0.0,0.24438680036113747
