universe,asset_class,active_days,total_return,annualized_return
NIFTY_AUTO,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_BANK,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_CHEMICALS,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_CONSUMER_DURABLES,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_FINANCIAL_SERVICES,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_FINANCIAL_SERVICES_EX_BANK,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_FMCG,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_HEALTHCARE,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_IT,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_MEDIA,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_METAL,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_MIDSMALL_FINANCIAL_SERVICES,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_MIDSMALL_HEALTHCARE,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_MIDSMALL_IT_TELECOM,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_OIL_GAS,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_PHARMA,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_PRIVATE_BANK,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_PSU_BANK,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
NIFTY_REALTY,GOLDBEES,1544,1.8611240277770627,0.18716877178580438
COMBINED,Combined,1544,1.8611240277770693,0.18716877178580482
