initial_capital,final_portfolio_value,total_return,cagr,absolute_return,xirr,max_drawdown,max_drawdown_duration,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag,strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,total_buys,total_sells,total_transaction_cost
1000000.0,2512387.139112186,1.5123871391121861,0.2027073505235808,1.5123871391121861,0.0,0.24438680036113758,168,0.20294629142026568,1.0328780632449068,1.1467191418837877,0.8294529419102593,347,165,182,0.4755043227665706,2.053855822091112,3570.583702448469,0.0217736692584987,14634.3522129894,-6459.755881283694,239713.15254110133,-57829.73980004457,38.13256484149856,23.0,43898254.544731535,43497787.93732274,87.39604248205428,52073.25089557871,45073.538803140196,97146.78969871892,0.09714678969871891,Multi-Universe Momentum,Independent sleeve benchmarks,NIFTY50+NIFTY100+NIFTY200+NIFTY500,15,Monthly,Weekly Supertrend per sleeve,359,347,97146.78969871892
