universe,symbol,closed_invested_amount,closed_trades,average_closed_holding_days,max_closed_holding_days,realized_pnl,winning_trades,losing_trades,total_transaction_cost,open_invested_amount,open_market_value,unrealized_pnl,current_holding_days,total_invested_amount,total_pnl,total_return_pct
NIFTY100,ABB,898571.4895040608,6.0,32.666666666666664,98.0,-19644.48678138724,3.0,3.0,1977.6206154534127,0.0,0.0,0.0,0.0,898571.4895040608,-19644.48678138724,-0.02186190749522825
NIFTY100,ADANIENSOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247532.1468610401,321621.18719152233,74089.04033048224,109.0,247532.1468610401,74089.04033048224,0.29931078152881063
NIFTY100,ADANIENT,612782.0847197796,5.0,53.2,154.0,44907.93666475934,3.0,2.0,1409.1204779547393,0.0,0.0,0.0,0.0,612782.0847197796,44907.93666475934,0.07328532896860944
NIFTY100,ADANIPORTS,221742.0468535272,1.0,30.0,30.0,-7024.020079744456,0.0,1.0,485.7633789957516,0.0,0.0,0.0,0.0,221742.0468535272,-7024.020079744456,-0.031676536675898044
NIFTY100,AMBUJACEM,320112.13725034497,3.0,20.666666666666668,34.0,-15563.554946925695,0.0,3.0,695.6338519814808,0.0,0.0,0.0,0.0,320112.13725034497,-15563.554946925695,-0.04861907168097833
NIFTY100,APARINDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247532.1468610401,350340.4135804136,102808.26671937353,109.0,247532.1468610401,102808.26671937353,0.41533299017152775
NIFTY100,APOLLOHOSP,186335.66868342232,2.0,20.5,35.0,-2785.48539580917,1.0,1.0,411.43298122661474,0.0,0.0,0.0,0.0,186335.66868342232,-2785.48539580917,-0.014948750368033994
NIFTY100,APOLLOTYRE,349068.0495916349,3.0,24.333333333333332,57.0,18211.836021851515,2.0,1.0,795.0533440648236,0.0,0.0,0.0,0.0,349068.0495916349,18211.836021851515,0.052172738361924105
NIFTY100,ARVIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203843.1489372332,215093.7366119472,11250.587674714014,16.0,203843.1489372332,11250.587674714014,0.055192375772110266
NIFTY100,ASHOKLEY,232559.0312755219,1.0,35.0,35.0,20344.70167378636,1.0,0.0,538.2048337069759,0.0,0.0,0.0,0.0,232559.0312755219,20344.70167378636,0.08748188174934038
NIFTY100,BAJAJ-AUTO,360634.86545846355,3.0,21.333333333333332,39.0,-8368.939718456386,1.0,2.0,793.2002080221534,0.0,0.0,0.0,0.0,360634.86545846355,-8368.939718456386,-0.023206130410650175
NIFTY100,BAJAJFINSV,100000.0,1.0,107.0,107.0,21445.490738351073,1.0,0.0,244.5981141890046,0.0,0.0,0.0,0.0,100000.0,21445.490738351073,0.21445490738351072
NIFTY100,BAJFINANCE,493842.2790168632,3.0,39.333333333333336,105.0,-5760.996940660392,1.0,2.0,1092.0956937702783,0.0,0.0,0.0,0.0,493842.2790168632,-5760.996940660392,-0.01166566166049884
NIFTY100,BANKBARODA,322421.3441614825,3.0,18.333333333333332,34.0,19600.067046018303,3.0,0.0,737.2436915874363,0.0,0.0,0.0,0.0,322421.3441614825,19600.067046018303,0.06079022806939773
NIFTY100,BANKINDIA,243823.5183185889,2.0,20.5,34.0,3151.8337186052813,1.0,1.0,545.4175463880422,0.0,0.0,0.0,0.0,243823.5183185889,3151.8337186052813,0.012926701002185433
NIFTY100,BASF,259794.77443914075,2.0,63.5,126.0,66187.34627687496,2.0,0.0,646.3168561804256,0.0,0.0,0.0,0.0,259794.77443914075,66187.34627687496,0.2547678120923096
NIFTY100,BEL,171607.9823935466,1.0,74.0,74.0,2547.1163596972765,1.0,0.0,384.2170873920222,0.0,0.0,0.0,0.0,171607.9823935466,2547.1163596972765,0.014842644987550776
NIFTY100,BHARTIARTL,282475.35374562425,2.0,13.5,21.0,-3979.545704975768,0.0,2.0,623.9635552110611,0.0,0.0,0.0,0.0,282475.35374562425,-3979.545704975768,-0.014088116546123323
NIFTY100,BSOFT,147393.03728181322,1.0,34.0,34.0,-951.1895442268287,0.0,1.0,326.74571029726224,0.0,0.0,0.0,0.0,147393.03728181322,-951.1895442268287,-0.006453422507388657
NIFTY100,CANBK,228601.5708341659,1.0,64.0,64.0,13115.373823977425,1.0,0.0,521.9063259194791,0.0,0.0,0.0,0.0,228601.5708341659,13115.373823977425,0.05737219467092678
NIFTY100,COALINDIA,483578.5994344407,4.0,25.25,42.0,27584.198104536117,4.0,0.0,1103.8631264522714,0.0,0.0,0.0,0.0,483578.5994344407,27584.198104536117,0.057041808998157986
NIFTY100,COLPAL,98905.83722773082,1.0,28.0,28.0,-147.00291940970055,0.0,1.0,219.76730122338193,0.0,0.0,0.0,0.0,98905.83722773082,-147.00291940970055,-0.0014862916439524812
NIFTY100,DLF,127692.58427162458,1.0,1.0,1.0,-4080.9360112048744,0.0,1.0,279.6947347590275,0.0,0.0,0.0,0.0,127692.58427162458,-4080.9360112048744,-0.031959068214360876
NIFTY100,DMART,193619.82993526588,2.0,33.5,38.0,5271.91495333839,2.0,0.0,435.9874580124873,0.0,0.0,0.0,0.0,193619.82993526588,5271.91495333839,0.02722817675803652
NIFTY100,DRREDDY,135189.79720769895,1.0,8.0,8.0,-6436.288374101903,0.0,1.0,293.9217801591643,0.0,0.0,0.0,0.0,135189.79720769895,-6436.288374101903,-0.04760927604775904
NIFTY100,EICHERMOT,782635.9658434216,5.0,23.4,48.0,-9452.111705532021,2.0,3.0,1730.407422079289,0.0,0.0,0.0,0.0,782635.9658434216,-9452.111705532021,-0.012077277454717768
NIFTY100,GICRE,422466.0652459521,3.0,8.666666666666666,20.0,7267.419460749821,1.0,2.0,946.903151764762,0.0,0.0,0.0,0.0,422466.0652459521,7267.419460749821,0.01720237448306969
NIFTY100,GOLDBEES,4955555.14703773,6.0,119.16666666666667,238.0,413479.9734196449,5.0,1.0,11447.713205063577,0.0,0.0,0.0,0.0,4955555.14703773,413479.9734196449,0.08343766967598168
