year,beginning_value,ending_value,year_return,period_return,cumulative_return,cash,invested_value,realized_pnl,unrealized_pnl,buy_value,sell_value,buy_transaction_costs,sell_transaction_costs,transaction_costs,turnover,holdings,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000.0,1000446.4135696779,0.0004464135696777838,0.001634578549252197,0.0004464135696777838,0.0,1000446.4135696779,8395.824026358692,-7949.410456680751,4239077.3822389655,3242437.280051925,5028.5038068238,3359.8978129590864,8388.401619782888,7.481514662290894,2,50,22,28,0.44,1.1030211466667463,0.09896897240356073
2022,1000446.4135696779,1151275.0953307855,0.15076137983536575,0.15076137983536575,0.15127509533078554,0.0,1151275.0953307855,152375.8602842275,-9496.588979800348,5164121.91314026,5169478.661335582,6125.815680536718,5356.7481953211245,11482.563875857844,10.328989573369228,2,59,33,26,0.559322033898305,2.7505291725151464,0.13737287848497526
2023,1151275.0953307855,1576051.675497367,0.3689618422993284,0.36896184229932927,0.576051675497367,141618.73091800648,1434432.9445793605,261744.70241294388,153535.288773837,9094660.30607444,9245859.837348264,10788.322516233458,9580.800355816044,20369.122872049502,15.930614861561896,14,84,40,44,0.47619047619047616,2.8768028074907823,0.06736678113025696
2024,1576051.675497367,1674769.2293388187,0.06263598800483394,0.06263598800483461,0.6747692293388188,0.0,1674769.2293388187,302768.44772383245,-50515.605108543416,7205083.179614691,7070791.386572026,8546.856999821617,7326.937875341984,15873.794875163601,9.05799904161237,2,68,33,35,0.4852941176470588,2.037767014084443,0.17792496058298224
2025,1674769.2293388187,2505177.582795388,0.49583449403617585,0.4958344940361754,1.5051775827953882,0.0,2505177.582795388,544872.5751035397,235020.173244486,10121414.71779223,10131913.670167012,12006.285295027805,10498.952374782484,22505.23766981029,12.093205459688937,15,45,20,25,0.4444444444444444,3.1297627144067284,0.10830821924278289
2026,2505177.582795388,2512387.139112186,0.002877862378424023,0.002877862378423579,1.5123871391121861,554459.8537880585,1957927.2853241274,-31164.864801283475,273394.59436256747,8073897.045870953,8637307.101847935,9577.46659713532,8950.202188919477,18527.66878605479,6.670666487871007,12,41,17,24,0.4146341463414634,0.9026352406475431,0.24438680036113758
