year,beginning_value,ending_value,annual_return,realized_pnl,unrealized_pnl,buy_value,sell_value,turnover,buy_transaction_costs,sell_transaction_costs,transaction_costs,trades,winning_trades,losing_trades,win_rate,profit_factor,max_drawdown
2021,1000000,980140.9718072918,-0.019859028192708152,-12070.962000831485,-7788.06619187654,3202590.323735859,3193828.890270677,6.396419214006536,3798.995909363817,3309.5285356496224,7108.52444501344,33,11,22,0.3333333333333333,0.8515780826553986,0.07180876003126378
2022,980140.9718072918,1199425.7652447105,0.22372781033026015,204699.8877866388,-5274.122541928431,8021798.817333941,8235032.059451418,16.586217028361975,9515.666323890851,8533.354330837104,18049.020654727956,70,31,39,0.44285714285714284,2.3944993243661794,0.10304616402506435
2023,1199425.7652447105,1564834.4660239855,0.3046530359506853,500526.75364666816,64307.712377317715,19005037.894460812,19525797.787445575,32.124402191781506,22544.27008139495,20233.139338093577,42777.409419488526,134,58,76,0.43283582089552236,2.936239157630866,0.0673667811302568
2024,1564834.4660239855,1606023.984584115,0.02632196532888617,653341.9374931616,-47317.952909046086,30146685.958503436,30831976.791979846,38.968123513678165,35760.78269781226,31948.895983246108,67709.67868105837,206,91,115,0.441747572815534,2.2692332474107166,0.15189809347074634
2025,1606023.984584115,2408108.413556863,0.49942244740538566,1270588.2038211657,137520.20973569812,43620814.74227988,44937968.83779796,55.14163202426296,51744.1445884765,46565.891696916035,98310.03628539253,258,108,150,0.4186046511627907,2.7052599546870812,0.08999699226855425
2026,2408108.413556863,2434854.418897651,0.011106645029026427,1238817.6779202146,196036.74097743805,54412358.54184384,55708903.23372632,45.729362164769434,64545.35442365818,57727.013962271296,122272.36838592947,296,120,176,0.40540540540540543,2.2166320575896505,0.24438680036113805
