asset_class,active_trading_days,active_years,total_return,cagr
Stocks,748,2.9682539682539684,0.46523984123586604,0.13735065294332616
GOLDBEES,480,1.9047619047619047,0.6617446170750829,0.3055582315207026
Combined,1228,4.873015873015873,1.4348544188976535,0.20035247275312562
