symbol,entry_date,entry_rank,exit_date,exit_rank,holding_days,quantity,entry_price,exit_price,cost_value,proceeds,gross_realized_pnl,brokerage,stt,exchange_charge,sebi_charge,gst,stamp_duty,total_transaction_cost,net_realized_pnl,return_pct,sell_reason
AMBUJACEM,2021-08-10 00:00:00,10,2021-08-11 00:00:00,12,1,254.938772290135,391.78574723161074,384.8093789430067,100000.0,98102.83063345947,-1897.1693665405328,0.0,98.10283063345948,2.913654069813746,0.09810283063345947,0.5421162420804969,0.0,101.65670377598718,-1998.82607031652,-0.01897169366540533,SellReason.RANK_EXIT
APARINDS,2021-08-10 00:00:00,7,2021-08-12 00:00:00,12,2,156.11110543580835,639.8095582064175,601.3448161838012,100000.0,93876.60400254618,-6123.395997453816,0.0,93.87660400254619,2.7881351388756217,0.09387660400254617,0.5187621137180701,0.0,97.27737785914242,-6220.673375312958,-0.061233959974538156,SellReason.RANK_EXIT
ARVIND,2021-08-10 00:00:00,4,2021-08-18 00:00:00,16,8,1028.6444796043966,97.0999984741211,95.80000305175781,100000.0,98544.14428527502,-1455.8557147249812,0.0,98.54414428527502,2.926761085272668,0.09854414428527501,0.5445549413204297,0.0,102.1140044561534,-1557.9697191811347,-0.014558557147249813,SellReason.RANK_EXIT
JSWSTEEL,2021-08-10 00:00:00,9,2021-08-23 00:00:00,10,13,139.52727518072226,715.8555721139753,665.2897011962516,100000.0,92826.05921370989,-7173.9407862901135,0.0,92.82605921370988,2.7569339586471835,0.09282605921370989,0.5129568032149608,0.0,96.18877603478573,-7270.129562324899,-0.07173940786290113,SellReason.RANK_EXIT
TATACONSUM,2021-08-24 00:00:00,10,2021-08-25 00:00:00,13,1,119.57754178760152,799.6863948272178,802.1808806910184,95738.10031821611,95922.81778204524,184.7174638291326,0.0,95.92281778204524,2.8489076881267437,0.09592281778204524,0.5300694910635819,0.0,99.39771777901761,85.319746050115,0.0019294038968306788,SellReason.RANK_EXIT
WIPRO,2021-08-24 00:00:00,9,2021-08-26 00:00:00,11,2,325.4749313934663,293.79999524088583,292.0445491233425,95738.10031821611,95053.1795897557,-684.9207284604054,0.0,95.0531795897557,2.8230794338157446,0.0950531795897557,0.52526387041299,0.0,98.49657607357419,-783.4173045339795,-0.007154108199179354,SellReason.RANK_EXIT
ABREL,2021-08-10 00:00:00,3,2021-08-30 00:00:00,10,20,129.96053119222316,768.5516247411038,743.8868878565797,100000.0,96675.93509277084,-3324.0649072291562,0.0,96.67593509277084,2.871275272255294,0.09667593509277084,0.5342312173226517,0.0,100.17811751744156,-3424.2430247465977,-0.033240649072291566,SellReason.RANK_EXIT
TECHM,2021-08-24 00:00:00,7,2021-08-31 00:00:00,10,7,80.14888952075148,1193.086190790825,1195.5192134171562,95738.10031821612,95819.53735610736,81.43703789124265,0.0,95.81953735610736,2.8458402594763887,0.09581953735610736,0.5294987634298493,0.0,99.2906959163697,-17.853658025127046,0.0008506230813078667,SellReason.RANK_EXIT
BASF,2021-08-10 00:00:00,2,2021-09-08 00:00:00,10,29,27.417342135602524,3643.0,3529.35009765625,100000.0,96765.39914376359,-3234.600856236415,0.0,96.76539914376359,2.8739323545697784,0.09676539914376359,0.5347255956684375,0.0,100.27082249314556,-3334.8716787295607,-0.03234600856236415,SellReason.RANK_EXIT
BALRAMCHIN,2021-08-10 00:00:00,6,2021-09-09 00:00:00,14,30,299.02891459795046,334.01912833176095,345.1982802782698,100000.0,103224.26707269011,3224.2670726901124,0.0,103.22426707269011,3.065760732058896,0.10322426707269011,0.5704172998436855,0.0,106.96366937166538,3117.303403318447,0.032242670726901124,SellReason.RANK_EXIT
