year,stock_days,gold_days,cash_days,stock_pnl,gold_pnl,cash_pnl,total_pnl,stock_pnl_share,gold_pnl_share,cash_pnl_share
2021,74,25,0,-5251.805922024185,-14607.222270683968,0.0,-19859.028192708152,0.264454326317566,0.735545673682434,-0.0
2022,104,143,0,123520.05274354329,95764.74069387536,0.0,219284.79343741864,0.5632859935579367,0.43671400644206326,0.0
2023,143,102,0,221716.6625010271,143692.03827824793,0.0,365408.70077927504,0.6067635007819777,0.3932364992180223,0.0
2024,200,44,0,95156.13543917262,-53966.61687904317,0.0,41189.51856012945,2.3102026623657035,-1.3102026623657037,0.0
2025,135,112,0,27976.65074000461,774107.7782327435,0.0,802084.4289727481,0.0348799324976737,0.9651200675023263,0.0
2026,92,54,0,120517.62454955932,-93771.61920877127,0.0,26746.005340788048,4.506004654301336,-3.5060046543013352,0.0
