strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,initial_capital,final_portfolio_value,absolute_return,cagr,xirr,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,average_holding_days,portfolio_turnover,total_transaction_costs
Momentum V1,NIFTY100,NIFTY100,10,Monthly,Weekly Supertrend,1000000,2434854.418897651,1.434854418897651,0.19517747300560329,0.0,0.24438680036113733,1.1097846902892519,1.0468428377498071,0.7986416316969001,296,120,176,0.40540540540540543,2.2166320575896514,23.347972972972972,111.45624724421283,123855.96285845563
