decision_date,execution_date,universe,action,symbol,reason,entry_date,entry_rank,exit_rank,score,price,quantity,gross_value,cost_value,brokerage,stt,exchange_charge,sebi_charge,gst,stamp_duty,transaction_cost,net_value,realized_pnl,rebalance_date,rank_before,rank_after,trade_value,entry_price,exit_price,notes,portfolio_value,cash_after,weight_after,weight_before
2020-05-04,2020-05-05,NIFTY_AUTO,BUY,MRF,INITIAL_ENTRY,2020-05-05,1,,0.9888037542502086,58056.8724963474,5.734685840812613,333333.3333333333,333333.3333333333,0.0,333.3333333333333,9.9,0.3333333333333333,1.842,49.99999999999999,395.4086666666666,332937.92466666666,0.0,2020-05-05,1,,333333.3333333333,58056.8724963474,,NIFTY_AUTO,998813.774,0.0,0.3333333333333333,
2020-05-04,2020-05-05,NIFTY_AUTO,BUY,BAJAJ-AUTO,INITIAL_ENTRY,2020-05-05,2,,0.8112624784310659,2134.3039185939965,155.99368101521097,333333.3333333333,333333.3333333333,0.0,333.3333333333333,9.9,0.3333333333333333,1.842,49.99999999999999,395.4086666666666,332937.92466666666,0.0,2020-05-05,2,,333333.3333333333,2134.3039185939965,,NIFTY_AUTO,998813.774,0.0,0.3333333333333333,
2020-05-04,2020-05-05,NIFTY_AUTO,BUY,EXIDEIND,INITIAL_ENTRY,2020-05-05,3,,0.6775227561593056,143.39478917837727,2321.8272196244557,333333.3333333333,333333.3333333333,0.0,333.3333333333333,9.9,0.3333333333333333,1.842,49.99999999999999,395.4086666666666,332937.92466666666,0.0,2020-05-05,3,,333333.3333333333,143.39478917837727,,NIFTY_AUTO,998813.774,0.0,0.3333333333333333,
2020-05-04,2020-05-06,NIFTY_AUTO,SELL,MRF,SECTOR_ROTATION,2020-05-05,1,,0.9888037542502086,57775.4296875,5.734685840812613,331323.93857577094,333333.3333333333,0.0,331.32393857577097,9.840320975700397,0.3313239385757709,1.8308960845697102,0.0,343.3264795746169,330980.61209619633,-2352.7212371369824,2020-05-06,1,,331323.93857577094,,57775.4296875,NIFTY_AUTO,989239.6698374909,0.0,0.3333333333333333,
2020-05-04,2020-05-06,NIFTY_AUTO,SELL,BAJAJ-AUTO,SECTOR_ROTATION,2020-05-05,2,,0.8112624784310659,2131.587646484375,155.99368101521097,332514.2033816479,333333.3333333333,0.0,332.51420338164786,9.875671840434942,0.3325142033816479,1.837473487886986,0.0,344.5598629133515,332169.64351873455,-1163.6898145987652,2020-05-06,2,,332514.2033816479,,2131.587646484375,NIFTY_AUTO,989239.6698374909,0.0,0.3333333333333333,
2020-05-04,2020-05-06,NIFTY_AUTO,SELL,EXIDEIND,SECTOR_ROTATION,2020-05-05,3,,0.6775227561593056,141.09738159179688,2321.8272196244557,327603.7411975726,333333.3333333333,0.0,327.6037411975726,9.729831113567906,0.3276037411975726,1.810338273857786,0.0,339.47151432619586,327264.26968324644,-6069.063650086871,2020-05-06,3,,327603.7411975726,,141.09738159179688,NIFTY_AUTO,989239.6698374909,0.0,0.3333333333333333,
2020-05-05,2020-05-06,NIFTY_AUTO,BUY,MRF,INITIAL_ENTRY,2020-05-06,1,,0.9973316639661789,57762.85825352251,5.708626037257917,330138.1750993924,330138.1750993924,0.0,330.1381750993924,9.805103800451954,0.3301381750993924,1.8243435555992424,49.52072626490886,391.61848689545184,329746.55661249696,0.0,2020-05-06,1,,330138.1750993924,57762.85825352251,,NIFTY_AUTO,989239.6698374909,0.0,0.3333333333333333,
2020-05-05,2020-05-06,NIFTY_AUTO,BUY,BAJAJ-AUTO,INITIAL_ENTRY,2020-05-06,2,,0.8244800691803297,2091.1866976180427,157.68393945317908,330138.1750993924,330138.1750993924,0.0,330.1381750993924,9.805103800451954,0.3301381750993924,1.8243435555992424,49.52072626490886,391.61848689545184,329746.55661249696,0.0,2020-05-06,2,,330138.1750993924,2091.1866976180427,,NIFTY_AUTO,989239.6698374909,0.0,0.3333333333333333,
2020-05-05,2020-05-06,NIFTY_AUTO,BUY,EXIDEIND,INITIAL_ENTRY,2020-05-06,3,,0.6653055424491565,140.71449086056467,2343.373128068565,330138.1750993924,330138.1750993924,0.0,330.1381750993924,9.805103800451954,0.3301381750993924,1.8243435555992424,49.52072626490886,391.61848689545184,329746.55661249696,0.0,2020-05-06,3,,330138.1750993924,140.71449086056467,,NIFTY_AUTO,989239.6698374909,0.0,0.3333333333333333,
2020-05-05,2020-05-07,NIFTY_AUTO,SELL,MRF,SECTOR_ROTATION,2020-05-06,1,,0.9973316639661789,58239.078125,5.708626037257917,332465.117770273,330138.1750993924,0.0,332.465117770273,9.874213997777108,0.332465117770273,1.8372022407985285,0.0,344.50899912661896,332120.6087711464,1982.43367175397,2020-05-07,1,,332465.117770273,,58239.078125,NIFTY_AUTO,987363.562249934,0.0,0.3333333333333333,
