rebalance_date,beginning_value,ending_value,monthly_return,cash,invested_value,realized_pnl,unrealized_pnl,buy_value,sell_value,buy_transaction_costs,sell_transaction_costs,transaction_costs,turnover,holdings
2020-05-05,1000000.0,998813.774,-0.001186226000000068,0.0,998813.774,0.0,-1186.225999999966,1000000.0,0.0,1186.2259999999997,0.0,1186.2259999999997,1.0,3
2020-05-06,998813.774,989239.6698374909,-0.009585474701822694,0.0,989239.6698374909,-9585.474701822619,-1174.8554606863763,990414.5252981773,991441.8831549913,1174.8554606863554,1027.3578568141643,2202.21331750052,1.9842101300989554,3
2020-05-07,989239.6698374909,987363.562249934,-0.0018965147120162396,0.0,987363.562249934,-1878.335718222661,-1172.6273300206522,988536.1895799546,989561.5990374787,1172.6273300206713,1025.4094575242107,2198.036787544882,1.9996142986687835,3
2020-05-08,987363.562249934,987200.168615063,-0.00016548477290234676,0.0,987200.168615063,-163.58768683840754,-1172.433278053184,988372.6018931163,989397.8416609892,1172.4332780532636,1025.2397678730001,2197.673045926264,2.0030822679412053,3
2020-05-11,987200.168615063,1008361.143860077,0.02143534403433156,0.0,1008361.143860077,21186.1067556864,-1197.5647887256346,1009558.7086488027,1010605.9247838176,1197.5647887256343,1047.2161350150361,2244.7809237406705,2.046357666517315,3
2020-05-12,1008361.143860077,1033191.4633823412,0.024624431111270217,0.0,1033191.4633823412,24859.808873905335,-1227.054140366963,1034418.517522708,1035491.5207592982,1227.054140366892,1073.0032365903248,2300.057376957217,2.0527467275843714,3
2020-05-13,1033191.4633823412,1075556.6814015955,0.041004227697124085,0.0,1075556.6814015955,42415.53242662264,-1277.3685477351537,1076834.0499493307,1077951.050854954,1277.368547735195,1117.0009056232254,2394.3694533584203,2.085562238145292,3
2020-05-14,1075556.6814015955,1066354.3776791561,-0.008555851943058412,0.0,1066354.3776791561,-9213.232698610576,-1266.4395715640858,1067620.8172507202,1068728.2612619745,1266.4395715640528,1107.444011254451,2373.883582818504,1.9862728905451488,3
2020-05-15,1066354.3776791561,1078749.3269108108,0.011623667976710772,0.0,1078749.3269108108,12409.669904747047,-1281.1602446564357,1080030.4871554673,1081150.8037282114,1281.1602446564812,1120.3165727440696,2401.4768174005508,2.0267008192786102,3
2020-05-18,1078749.3269108108,1003077.562356621,-0.0701476818260357,0.0,1003077.562356621,-75761.63497539988,-1191.2898234460736,1004268.8521800672,1005310.5811423222,1191.2898234461522,1041.7289622547837,2233.0187857009364,1.862878968441329,3
2020-05-19,1003077.562356621,956323.5001092704,-0.04661061517267617,0.0,956323.5001092704,-46809.588998870284,-1135.7630719263107,957459.2631811968,958452.4365156777,1135.7630719263784,993.1733344808947,2128.936406407273,1.9100334526431333,3
2020-05-20,956323.5001092704,954248.0606200146,-0.0021702274272448197,0.0,954248.0606200146,-2077.9043534254306,-1133.2982077568304,955381.3588277714,956372.3767502417,1133.2982077568322,991.0179224703959,2124.316130227228,1.9990659388371972,3
2020-05-21,954248.0606200146,984765.3125911544,0.03198041812242347,0.0,984765.3125911544,30553.49532168114,-1169.5415582983405,985934.8541494526,986957.5652394503,1169.5415582982885,1022.7110899978147,2192.2526482961034,2.0674838134929328,3
2020-05-22,984765.3125911544,979684.7684474704,-0.005159142060270017,0.0,979684.7684474704,-5086.577974728541,-1163.5077272536,980848.2761747241,981865.7109529219,1163.5077272536382,1017.4347781979026,2180.942505451541,1.9930779060071413,3
2020-05-26,979684.7684474704,985611.041613566,0.006049163319633122,0.0,985611.041613566,5933.311414361524,-1170.5459755195188,986781.5875890856,987805.1769964239,1170.5459755194506,1023.5894073382963,2194.1353828577467,2.01553277970697,3
2020-05-27,985611.041613566,987555.6809764495,0.0019730291979074277,0.0,987555.6809764495,1946.948884270736,-1172.8554969066172,988728.5364733562,989754.145452482,1172.855496906643,1025.6089791256436,2198.4644760322867,2.007366596346993,3
2020-05-28,987555.6809764495,989081.8439253346,0.0015453943289316374,0.0,989081.8439253346,1527.9754731187131,-1174.6680211401545,990256.5119464748,991283.7058959005,1174.668021140219,1027.1939494256853,2201.8619705659044,2.0065098667480905,3
2020-05-29,989081.8439253346,1033483.9996724215,0.044892296850652436,0.0,1033483.9996724215,44454.889292593056,-1227.4015666462365,1034711.4012390678,1035784.7082841943,1227.4015666462142,1073.3070451264975,2300.708611772712,2.0933516495522313,3
2020-06-01,1033483.9996724215,1077681.9809590694,0.04276600440902545,0.0,1077681.9809590694,44250.472347458766,-1279.8926274570404,1078961.8735865266,1080081.0816854772,1279.8926274570513,1119.208098950615,2399.100726407666,2.0890918059266963,3
2020-06-02,1077681.9809590694,1096745.1203234054,0.017689021159443374,0.0,1096745.1203234054,19085.779412104865,-1302.532675225928,1098047.6529986314,1099186.6587933262,1302.5326752259543,1139.0057946947732,2441.5384699207275,2.038852231561445,3
2020-06-03,1096745.1203234054,1083409.7663930536,-0.012159027364917252,0.0,1083409.7663930536,-13351.191460793663,-1286.6951447842293,1084696.4615378377,1085821.618129906,1286.6951447841832,1125.15659206828,2411.851736852463,1.9790542391724588,3
2020-06-04,1083409.7663930536,1067523.187487333,-0.014663499811904956,0.0,1067523.187487333,-15905.44635973411,-1267.8276907706168,1068791.0151781037,1069899.673036696,1267.827690770661,1108.657858592123,2376.485549362784,1.9740367445043847,3
2020-06-05,1067523.187487333,1081595.6726311534,0.013182369534233018,0.0,1081595.6726311534,14089.198116945685,-1284.5406638961285,1082880.2132950495,1084003.4858912204,1284.5406638961333,1123.2725961711158,2407.813260067249,2.0298235434928023,3
2020-06-08,1081595.6726311534,1060035.743950334,-0.019933445765709767,0.0,1060035.743950334,-21585.534002477012,-1258.9353422385757,1061294.6792925724,1062395.5611953675,1258.9353422385109,1100.8819027952313,2359.8172450337424,1.963478862042528,3
2020-06-09,1060035.743950334,1062424.319634692,0.002253297304350088,0.0,1062424.319634692,2391.412439971289,-1261.7720978516154,1063686.0917325437,1064789.454249563,1261.7720978515285,1103.3625170192076,2365.1346148707357,2.007928089339818,3
2020-06-10,1062424.319634692,1028867.0831491724,-0.031585531190643445,0.0,1028867.0831491724,-33597.0902274719,-1221.9183558993973,1030089.0015050718,1031157.513730895,1221.9183558993554,1068.5122258233105,2290.430581722666,1.9401349132752475,3
2020-06-11,1028867.0831491724,1000839.3802405479,-0.027241325305924602,0.0,1000839.3802405479,-28060.98958405474,-1188.6316804689704,1002028.011921017,1003067.4164577033,1188.6316804690202,1039.4045366863002,2228.0362171553206,1.948838155305244,3
2020-06-12,1000839.3802405479,1019064.0170269769,0.01820935221598563,0.0,1019064.0170269769,18246.280999353854,-1210.2758933938458,1020274.2929203708,1021332.6243403605,1210.2758933937598,1058.3314199897145,2268.6073133834743,2.0398946699819493,3
2020-06-15,1019064.0170269769,1059285.6188530936,0.03946916106748555,0.0,1059285.6188530936,40269.370400289015,-1258.0444675661274,1060543.66332066,1061643.766193928,1258.044467566213,1100.1028732680693,2358.1473408342827,2.082486864471841,3
2020-06-16,1059285.6188530936,1045775.6242175314,-0.01275387336060474,0.0,1045775.6242175314,-13526.039575383591,-1241.9995277448907,1047017.6237452762,1048103.696045815,1241.999527744864,1086.0723005387706,2328.0718282836347,1.977862516494385,3
2020-06-17,1045775.6242175314,1023765.5295150867,-0.0210466702347486,0.0,1023765.5295150867,-22036.23465693684,-1215.859573252732,1024981.3890883394,1026044.6031833177,1215.8595732527046,1063.2140949782365,2279.073668230941,1.9612486127760653,3
2020-06-18,1023765.5295150867,1022241.9569794608,-0.0014882045660861154,0.0,1022241.9569794608,-1525.38198339456,-1214.050125484122,1023456.0071049449,1024517.6389198522,1214.0501254840706,1061.6318149073627,2275.681940391433,2.000432312850808,3
2020-06-19,1022241.9569794608,1021824.2466312636,-0.00040862179970713175,0.0,1021824.2466312636,-418.2064355442999,-1213.5540381369065,1023037.8006694005,1024098.9986784051,1213.5540381368603,1061.198009004529,2274.752047141389,2.0025951638658257,3
2020-06-22,1021824.2466312636,1028618.7327118269,0.006649368619861207,0.0,1028618.7327118269,6802.555448702944,-1221.6234062765725,1029840.3561181035,1030908.6104238485,1221.6234062765534,1068.254305745063,2289.8777120216164,2.016735239289732,3
2020-06-23,1028618.7327118269,1050418.9168679062,0.021193648786276498,0.0,1050418.9168679062,21826.07481350092,-1247.5140636982396,1051666.4309316045,1052757.32544392,1247.5140636982733,1090.8945123154513,2338.408576013725,2.0458734509213823,3
2020-06-24,1050418.9168679062,1041532.0959070234,-0.008460263632133702,0.0,1041532.0959070234,-8897.375258746557,-1236.9597658346174,1042769.0556728579,1043850.7209300043,1236.9597658345915,1081.6652571464147,2318.625022981006,1.9864643934866055,3
2020-06-25,1041532.0959070234,1044062.2915450197,0.0024293016489260744,0.0,1044062.2915450197,2533.200586395338,-1239.9647142334725,1045302.2562592532,1046386.5492075926,1239.9647142333888,1084.2929483391868,2324.257662572576,2.008280698873027,3
2020-06-26,1044062.2915450197,1057868.6173049628,0.013223660955623995,0.0,1057868.6173049628,13822.722632921243,-1256.3615872113733,1059124.9788921743,1060223.610162839,1256.3615872113483,1098.631270664598,2354.992857875947,2.0299062672963393,3
2020-06-29,1057868.6173049628,1041016.7195164774,-0.015930047940563186,0.0,1041016.7195164774,-16871.911688800377,-1236.3476868963917,1042253.0672033739,1043334.1972252277,1236.3476868963894,1081.1300218539088,2317.477708750298,1.9714993245020023,3
2020-06-30,1041016.7195164774,1045712.6682205157,0.004510925344426209,0.0,1045712.6682205157,4701.525776153605,-1241.9247590116574,1046954.5929795273,1048040.5998981976,1241.924759011733,1086.0069186701098,2327.9316776818428,2.012451052516035,3
2020-07-01,1045712.6682205157,1032581.6525806499,-0.012557001592235384,0.0,1032581.6525806499,-13146.610491042142,-1226.329907835403,1033807.9824884853,1034880.3524165484,1226.329907835386,1072.3699280631904,2298.6998358985766,1.9782569321124426,3
2020-07-02,1032581.6525806499,1052820.1353433272,0.019599886083678575,0.0,1052820.1353433272,20262.518689171586,-1250.3658343299176,1054070.501177657,1055163.8894341497,1250.3658343299676,1093.3882564927912,2343.754090822759,2.0426804847252162,3
2020-07-03,1052820.1353433272,1084089.7694957964,0.029700832177067094,0.0,1084089.7694957964,31306.771058274957,-1287.5027401353582,1085377.2722359318,1086503.135033535,1287.5027401353407,1125.86279760326,2413.365537738601,2.0629168595462053,3
2020-07-06,1084089.7694957964,1126096.8680159114,0.038748726998551364,0.0,1126096.8680159114,42056.98761230218,-1337.3918323226972,1127434.259848234,1128603.7483960195,1337.3918323227313,1169.4885477854136,2506.880380108145,2.0810435369144047,3
2020-07-07,1126096.8680159114,1143402.3935547576,0.015367705949965949,0.0,1143402.3935547576,17326.078183265403,-1357.9444767418317,1144760.3380314994,1145947.7989353992,1357.9444767417533,1187.4609038996327,2545.405380641386,2.034201676631012,3
2020-07-08,1143402.3935547576,1114157.4763998948,-0.025577099820424887,0.0,1114157.4763998948,-29279.649436295324,-1323.2121953095193,1115480.6885952041,1116637.7776930318,1323.2121953095348,1157.0890978277396,2480.301293137274,1.952172287613232,3
2020-07-09,1114157.4763998948,1090844.0363913206,-0.020924726084417977,0.0,1090844.0363913206,-23341.127861312358,-1295.524342571036,1092139.5607338918,1093272.4380592923,1295.5243425711215,1132.8773254004282,2428.40166797155,1.9614929173699616,3
2020-07-10,1090844.0363913206,1080888.3170447093,-0.009126620318287038,0.0,1080888.3170447093,-9967.543105399061,-1283.7005837833858,1082172.0176284928,1083294.555612677,1283.7005837833765,1122.5379841843019,2406.238567967678,1.9851294053042312,3
2020-07-13,1080888.3170447093,1081660.9159352046,0.0007147814240491268,0.0,1081660.9159352046,773.5164558265824,-1284.6181491147727,1082945.5340843194,1084068.8744378025,1284.618149114706,1123.3403534831864,2407.958502597892,2.004845805389982,3
2020-07-14,1081660.9159352046,1043814.3813636308,-0.03498927807597796,0.0,1043814.3813636308,-37891.48243321467,-1239.6702874739422,1045054.0516511048,1046138.087136586,1239.6702874738833,1084.0354854811958,2323.7057729550793,1.9333157997852264,3
