initial_capital,final_portfolio_value,total_return,cagr,absolute_return,xirr,max_drawdown,max_drawdown_duration,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000.0,680492.49495102,-0.31950750504897996,-0.05967638865604796,-0.31950750504897996,0.0,0.5093426968089523,1483,0.1495339581853058,-0.3438093612749481,-0.38641640022858115,-0.11716353062470981,2812,1290,1522,0.45874822190611664,0.8923385137580387,-121.72127562942431,-0.0004497112236000334,2199.1829915602834,-2088.8477570188606,32306.889118692372,-61465.60956839082,3.2503556187766716,1.0,252356219.11633515,252133096.55449426,504.4893156708294,299351.50837749377,261266.87011027738,560618.3784877711,0.5606183784877712
