initial_capital,final_portfolio_value,total_return,cagr,absolute_return,xirr,max_drawdown,max_drawdown_duration,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag,strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,total_buys,total_sells,total_transaction_cost
1900000.0,372880.8870473391,-0.8037469015540321,-0.22916936777610064,-0.8037469015540321,0.0,0.8197865589592912,1343,0.1788629259952152,-1.3940476659407717,-1.7229091664902805,-0.27954760330180123,11738,5209,6526,0.44377236326461067,0.8466537560198609,-130.1617077804987,-0.002236134523454043,1619.4057697094286,-1526.7120411192016,41151.192906306125,-68058.57096635821,2.585363775771,1.0,715839980.6883279,714813017.4919752,752.9752622001595,849147.9969319925,740707.8338636395,1589855.8307956317,0.836766226734543,Multi-Universe Momentum,Independent sleeve benchmarks,NIFTY50+NIFTY100+NIFTY200+NIFTY500,38,Monthly,Weekly Supertrend per sleeve,11742,11721,1589855.8307956317
