decision_date,exit_date,universe,action,symbol,reason,entry_date,entry_rank,exit_rank,score,exit_price,quantity,gross_value,cost_value,brokerage,stt,exchange_charge,sebi_charge,gst,stamp_duty,sell_transaction_cost,net_value,realized_pnl,entry_price,buy_transaction_cost,invested_amount,total_transaction_cost,net_realized_pnl,holding_days,proceeds,gross_realized_pnl,return_pct,sell_reason
2020-05-05,2020-05-06,NIFTY_AUTO,SELL,BAJAJ-AUTO,RANK_EXIT,2020-05-05,2,2.0,0.8112624835744965,2131.587646484375,148.1939969644504,315888.49321256543,316666.6666666667,0.0,315.88849321256544,9.381888248413194,0.3158884932125654,1.7455998134926365,0.0,327.3318697676838,315561.16134279774,-1105.5053238689434,2134.3039185939965,375.6382333333334,316666.6666666667,702.9701031010172,-1105.5053238689434,1,315888.49321256543,-778.1734541012556,-0.003491069443796663,RANK_EXIT
2020-05-05,2020-05-06,NIFTY_METAL,SELL,HINDZINC,RANK_EXIT,2020-05-05,1,3.0,0.9241232618719729,91.91889953613281,3470.6777291073727,319020.8775041142,316666.6666666667,0.0,319.0208775041142,9.474920061872192,0.3190208775041142,1.7629093690877349,0.0,330.5777278125782,318690.2997763016,2023.6331096349168,91.13235313688446,375.6382333333334,316666.6666666667,706.2159611459116,2023.6331096349168,1,319020.8775041142,2354.210837447492,0.006390420346215526,RANK_EXIT
2020-05-05,2020-05-06,NIFTY_METAL,SELL,COALINDIA,RANK_EXIT,2020-05-05,2,4.0,0.8638840743303089,80.32720947265625,3659.798504268337,293981.40108007676,316666.6666666667,0.0,293.98140108007675,8.73124761207828,0.29398140108007675,1.624541222368504,0.0,304.63117131560364,293676.76990876114,-22989.896757905546,86.42307167032571,375.6382333333334,316666.6666666667,680.2694046489371,-22989.896757905546,1,293981.40108007676,-22685.26558658993,-0.0725996739723333,RANK_EXIT
2020-05-05,2020-05-06,NIFTY_PHARMA,SELL,DRREDDY,RANK_EXIT,2020-05-05,2,2.0,0.8965024703881491,741.8790283203125,412.67996889106047,306158.61432815675,316666.6666666667,0.0,306.1586143281568,9.092910845546255,0.3061586143281567,1.691832502777394,0.0,317.24951629080863,305841.36481186596,-10825.301854800724,766.4317443932638,375.6382333333334,316666.6666666667,692.8877496241421,-10825.301854800724,1,306158.61432815675,-10508.052338509937,-0.034185163752002284,RANK_EXIT
2020-05-06,2020-05-07,NIFTY_METAL,SELL,HINDZINC,RANK_EXIT,2020-05-06,1,2.0,0.9887047081079792,95.66185760498047,3259.736878181426,311832.48507029517,306183.5348425314,0.0,311.83248507029515,9.261424806587767,0.31183248507029515,1.7231863124984512,0.0,323.12892867445163,311509.3561416207,5325.821299089352,93.81749000040251,363.20286980211665,306183.5348425314,686.3317984765683,5325.821299089352,1,311832.48507029517,5648.950227763795,0.017394211944898978,RANK_EXIT
2020-05-06,2020-05-07,NIFTY_METAL,SELL,COALINDIA,RANK_EXIT,2020-05-06,2,4.0,0.826278832608897,78.5555191040039,3654.1845239950817,287056.3621842511,306183.5348425314,0.0,287.0563621842511,8.525573956872257,0.28705636218425107,1.5862734574301713,0.0,297.45526596073785,286758.90691829036,-19424.62792424101,83.69044583396655,363.20286980211665,306183.5348425314,660.6581357628545,-19424.62792424101,1,287056.3621842511,-19127.172658280295,-0.06344112505667882,RANK_EXIT
2020-05-06,2020-05-07,NIFTY_PHARMA,SELL,BIOCON,RANK_EXIT,2020-05-05,1,2.0,0.9256696430243783,345.8105163574219,871.8839748303444,301506.6475398428,316666.6666666667,0.0,301.50664753984285,8.954747431933331,0.3015066475398428,1.6661257343051712,0.0,312.4290273536212,301194.21851248917,-15472.448154177517,362.7673378156524,375.6382333333334,316666.6666666667,688.0672606869546,-15472.448154177517,2,301506.6475398428,-15160.01912682387,-0.04886036259213952,RANK_EXIT
2020-05-07,2020-05-08,NIFTY_METAL,SELL,HINDZINC,RANK_EXIT,2020-05-07,1,2.0,1.0,95.0922622680664,3251.4252261086135,309185.3803461274,299134.13152995554,0.0,309.1853803461274,9.182805796279983,0.30918538034612736,1.7085584117926997,0.0,320.3859299345462,308864.9944161928,9730.862886237272,91.89179208135559,354.8406843082531,299134.13152995554,675.2266142427993,9730.862886237272,1,309185.3803461274,10051.248816171836,0.03253009891070493,RANK_EXIT
2020-05-07,2020-05-08,NIFTY_METAL,SELL,COALINDIA,RANK_EXIT,2020-05-07,2,4.0,0.7129301385533627,77.4744644165039,3826.8213752279335,296480.93646341306,299134.13152995554,0.0,296.48093646341306,8.805483812963368,0.29648093646341306,1.6383536548968205,0.0,307.22125486773666,296173.7152085453,-2960.4163214102155,78.07505539185281,354.8406843082531,299134.13152995554,662.0619391759898,-2960.4163214102155,1,296480.93646341306,-2653.195066542481,-0.009896618303865325,RANK_EXIT
2020-05-07,2020-05-08,NIFTY_PHARMA,SELL,DRREDDY,RANK_EXIT,2020-05-07,1,2.0,0.9046984412093011,767.2020874023438,402.73898549298883,308982.19034852326,303517.79166217754,0.0,308.98219034852326,9.17677105335114,0.30898219034852326,1.7074355838659394,0.0,320.1753791760889,308662.01496934716,5144.223307169625,752.7400174461701,360.0406959322582,303517.79166217754,680.216075108347,5144.223307169625,1,308982.19034852326,5464.398686345725,0.01694867137441243,RANK_EXIT
