Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-8.68,3.36,3.91,9.57,-0.07
2022,-0.55,5.67,1.22,1.52,-1.88,-0.43,3.86,9.48,-10.02,1.13,6.97,-8.13
2023,4.02,-2.59,7.72,0.35,5.89,11.04,10.22,2.24,5.09,6.2,10.9,2.08
2024,17.23,-5.83,-4.1,12.46,5.65,4.42,12.15,-5.43,1.08,-1.39,-3.93,-0.31
2025,7.79,2.92,4.3,9.8,1.59,4.47,-7.93,0.43,4.08,2.97,-2.1,2.94
2026,-4.25,0.37,-7.91,6.57,9.93,2.03,-8.48,2.59,,,,
