asset_class,active_trading_days,active_years,total_return,cagr
Stocks,774,3.0714285714285716,1.405746410875501,0.33084616362363906
GOLDBEES,454,1.8015873015873016,0.5618844127005798,0.2808194988734618
Combined,1228,4.873015873015873,2.75749782005681,0.31212727250807193
