symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
GOLDBEES,11279172.578608662,11279172.578608662,0.0,805169.5180495802,0.0,805169.5180495802,0.07138551276151336,6,5,1,12535.098668604758,0.0
APARINDS,492689.2141924601,220387.14440921874,272302.0697832414,129534.3366026158,113096.03287296969,242630.3694755855,0.49246129707399344,2,2,0,362.9738595335383,385398.10265621106
TRENT,379568.1645081608,379568.1645081608,0.0,207627.58005863955,0.0,207627.58005863955,0.5470099957610526,2,2,0,609.098661479067,0.0
MAZDOCK,747474.2136088589,747474.2136088589,0.0,164033.02472006803,0.0,164033.02472006803,0.21944974386220614,4,2,2,945.5072587493353,0.0
BHEL,442774.19218526816,181908.8802274913,260865.31195777687,137875.45472790278,2337.568876681471,140213.02360458425,0.3166693679967587,1,1,0,331.7125714645667,263202.88083445834
ADANIENSOL,468086.4235837902,195784.35380054882,272302.0697832414,29886.937182574904,81502.9453187348,111389.88250130971,0.23796862478616682,2,2,0,234.08902830772558,353805.01510197617
BASF,297877.82194553985,297877.82194553985,0.0,80578.69382762832,0.0,80578.69382762832,0.2705092084443947,2,1,1,392.573276149218,0.0
JBMA,217146.0829708193,217146.0829708193,0.0,76398.96980014587,0.0,76398.96980014587,0.3518321341785962,2,1,1,304.4945410129018,0.0
NATIONALUM,526989.8933839872,526989.8933839872,0.0,64399.70818027746,0.0,64399.70818027746,0.12220292834601497,2,1,1,613.4489530253294,0.0
JSL,510268.1499007284,510268.1499007284,0.0,63890.274941756375,0.0,63890.274941756375,0.1252092158881288,5,4,1,595.5750382804458,0.0
FACT,414791.191734564,414791.191734564,0.0,62676.44464432083,0.0,62676.44464432083,0.15110360560508035,3,2,1,495.2775984991287,0.0
MRPL,202294.5676259593,202294.5676259593,0.0,47839.366785912265,0.0,47839.366785912265,0.2364836947790254,1,1,0,259.4641498179853,0.0
ADANIPOWER,1082025.7221152852,1082025.7221152852,0.0,46490.3269170797,0.0,46490.3269170797,0.042966009002257666,5,4,1,1170.6106886560747,0.0
ADANIENT,202964.05947666345,202964.05947666345,0.0,45088.80522093725,0.0,45088.80522093725,0.22215167225762697,2,1,1,257.30545437590206,0.0
CUMMINSIND,814965.4281184892,814965.4281184892,0.0,38688.05521917443,0.0,38688.05521917443,0.04747202014261335,4,4,0,885.4955078932161,0.0
ABCAPITAL,631382.6060977108,631382.6060977108,0.0,38018.812064870115,0.0,38018.812064870115,0.06021517174799466,3,1,2,694.37067888804,0.0
CYIENT,119829.16551576885,119829.16551576885,0.0,37975.202976801826,0.0,37975.202976801826,0.3169111861319313,1,1,0,163.69061001163246,0.0
MUTHOOTFIN,515188.3869228515,515188.3869228515,0.0,37806.61688330931,0.0,37806.61688330931,0.07338406269039364,2,1,1,573.6222030550257,0.0
CHENNPETRO,816253.7462831382,816253.7462831382,0.0,37565.28803837872,0.0,37565.28803837872,0.04602158116815338,5,2,3,885.6672340741438,0.0
BSOFT,273580.700863771,273580.700863771,0.0,37132.07433256498,0.0,37132.07433256498,0.13572621977840033,2,1,1,322.30263456039836,0.0
GODFRYPHLP,1027679.8933247437,1027679.8933247437,0.0,36701.7549729784,0.0,36701.7549729784,0.03571321693785514,5,2,3,1104.084018455063,0.0
ABREL,292772.26551637106,292772.26551637106,0.0,25268.3260130321,0.0,25268.3260130321,0.08630710278675341,2,2,0,329.9037848775358,0.0
VBL,335846.37098373624,335846.37098373624,0.0,23886.26019613087,0.0,23886.26019613087,0.07112257942869833,3,2,1,373.15097421839937,0.0
ARVIND,1000911.7770942356,740046.4651364589,260865.31195777684,-14976.990763693757,36325.82507330342,21348.834309609665,0.021329386663415866,5,0,5,752.1152024791971,297191.13703108026
BEL,455222.4622858855,455222.4622858855,0.0,19135.874567097566,0.0,19135.874567097566,0.04203631444504598,2,1,1,492.0523193705112,0.0
LTF,267060.29399679584,267060.29399679584,0.0,18599.567642218448,0.0,18599.567642218448,0.06964557465229781,1,1,0,296.31522532742935,0.0
ASHOKLEY,223004.85999336233,223004.85999336233,0.0,18579.032442718544,0.0,18579.032442718544,0.08331223114721151,1,1,0,250.59518376836593,0.0
GVT&D,272302.0697832414,272302.0697832414,0.0,18491.333828959083,0.0,18491.333828959083,0.06790743031692195,1,1,0,301.6402529241826,0.0
AUBANK,254687.82360074582,254687.82360074582,0.0,14772.946248206941,0.0,14772.946248206941,0.058004132429060815,1,1,0,279.5118931885321,0.0
BANKBARODA,216429.4254949666,216429.4254949666,0.0,14528.343214663344,0.0,14528.343214663344,0.0671273935207171,2,2,0,239.5726962956967,0.0
BOMDYEING,130086.0085386493,130086.0085386493,0.0,14195.643536193313,0.0,14195.643536193313,0.1091250603786164,1,1,0,149.66348439668832,0.0
ITC,102964.05947666345,102964.05947666345,0.0,13635.444474753198,0.0,13635.444474753198,0.13242916551715445,1,1,0,120.94876783946388,0.0
TORNTPHARM,250400.21683005098,0.0,250400.21683005098,0.0,12155.188106870337,12155.188106870337,0.04854304145878667,0,0,0,0.0,262555.4049369213
COROMANDEL,262957.44427689374,262957.44427689374,0.0,12011.655052794007,0.0,12011.655052794007,0.045679083495144386,1,1,0,285.2256881959816,0.0
ATGL,213263.23908912353,213263.23908912353,0.0,10395.782550725415,0.0,10395.782550725415,0.0487462471034728,2,1,1,232.0016995508929,0.0
