asset_class,active_trading_days,active_years,total_return,cagr
Stocks,753,2.988095238095238,0.9908343373776143,0.2591442867258533
GOLDBEES,479,1.9007936507936507,0.44293616562717175,0.2127723235900898
Combined,1232,4.888888888888889,1.8726468651745614,0.2409078998696812
