initial_capital,final_portfolio_value,absolute_return,cagr,xirr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,total_trades,winning_trades,losing_trades,win_rate,profit_factor,expectancy,average_trade_return,average_winning_trade,average_losing_trade,largest_winning_trade,largest_losing_trade,average_holding_days,median_holding_days,total_buy_value,total_sell_value,portfolio_turnover,total_buy_transaction_costs,total_sell_transaction_costs,total_transaction_costs,transaction_cost_drag
1000000,2872646.8651745697,1.8726468651745696,0.23543485884800575,0.0,0.2114154201651526,1.1075496995492358,1.0055006573726188,0.9633697830656031,0.24438680036113736,234,182,83,99,0.45604395604395603,2.1663258417593774,8839.628295579902,0.03888730586327602,36002.377486906895,-13933.181632502325,478530.38289438793,-123134.76367588974,52.879120879120876,41.0,44414135.94071331,43749947.275742315,88.16408321645562,52685.20282040858,45334.832865753364,98020.03568616195,0.09802003568616195
