Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2021,,,,,,,,-2.96,2.7,-0.52,-2.56,-0.07
2022,-0.55,5.67,1.22,1.52,-1.88,-0.43,3.6,14.04,-4.43,0.82,1.96,-7.85
2023,4.02,-2.59,7.72,0.35,1.11,21.81,12.59,4.9,5.44,-4.68,2.09,9.9
2024,8.78,-3.47,-2.99,4.93,-0.61,2.42,0.61,-0.14,1.75,0.09,-3.93,-0.31
2025,7.79,2.92,4.3,7.35,-0.22,2.57,-6.24,0.24,5.39,2.74,2.95,2.44
2026,0.3,0.37,-7.91,5.31,4.5,-0.93,-1.48,1.34,,,,
