asset_class,active_trading_days,active_years,total_return,cagr
Stocks,1591,6.313492063492063,0.6914825098875517,0.08681470961262461
GOLDBEES,1014,4.023809523809524,1.0371559998174296,0.19343545347696622
Combined,2610,10.357142857142858,2.4491015571362063,0.1269805988335697
