symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
GOLDBEES,26322772.222615287,22632709.244586717,3690062.9780285694,1810854.7525534562,-240961.4208923583,1569893.331661098,0.05964012142734417,13,11,2,25355.330399098708,3449101.557136211
BSOFT,3033509.19078004,3033509.19078004,0.0,924127.6329491588,0.0,924127.6329491588,0.30463979992476226,10,8,2,4105.2601526125145,0.0
COALINDIA,2451980.4183425456,2451980.4183425456,0.0,196534.30640182548,0.0,196534.30640182548,0.08015329361181274,5,4,1,2747.3066497433983,0.0
SHRIRAMFIN,1852357.052654992,1852357.052654992,0.0,147548.95951411073,0.0,147548.95951411073,0.07965470766158614,3,1,2,2074.5042626199784,0.0
NTPC,1868686.2317817414,1868686.2317817414,0.0,134345.71681893215,0.0,134345.71681893215,0.0718931378280864,4,3,1,2077.7467992254556,0.0
YESBANK,1163194.4607642207,1163194.4607642207,0.0,97465.08535577348,0.0,97465.08535577348,0.08379087817503769,5,3,2,1307.6832542255304,0.0
BAJAJ-AUTO,5554815.231183405,5554815.231183405,0.0,94424.47970367124,0.0,94424.47970367124,0.016998671562214126,11,6,5,5859.961312925117,0.0
ABB,2268457.598104953,2268457.598104953,0.0,83022.20493492647,0.0,83022.20493492647,0.03659852624280145,5,3,2,2439.1920646211556,0.0
EICHERMOT,3300038.6274307906,3300038.6274307906,0.0,72210.01368272152,0.0,72210.01368272152,0.021881566198193213,7,2,5,3498.0364767326296,0.0
TECHM,3318031.9232552685,3318031.9232552685,0.0,50657.650296851825,0.0,50657.650296851825,0.01526737881628107,10,7,3,3494.3446528258382,0.0
CIPLA,300561.7878479517,300561.7878479517,0.0,48538.39773452138,0.0,48538.39773452138,0.1614922445133844,1,1,0,362.1219290634495,0.0
INDUSTOWER,1446636.4181470675,1446636.4181470675,0.0,35582.843809204474,0.0,35582.843809204474,0.024596950113271007,3,1,2,1537.507342022895,0.0
TCS,988354.6125438837,988354.6125438837,0.0,26450.67036932303,0.0,26450.67036932303,0.026762328048677567,4,2,2,1052.6584111067282,0.0
HEROMOTOCO,2995032.1188302655,2995032.1188302655,0.0,19771.808996820902,0.0,19771.808996820902,0.006601534879212897,7,4,3,3127.2587617542076,0.0
ABBOTINDIA,3991092.441620236,3991092.441620236,0.0,15536.285299906405,0.0,15536.285299906405,0.0038927400272390704,12,6,6,4156.079496814216,0.0
BAJAJFINSV,3086916.2989203,3086916.2989203,0.0,12118.482596997907,0.0,12118.482596997907,0.0039257567823385905,8,3,5,3214.6315002535252,0.0
HCLTECH,575117.0456937108,575117.0456937108,0.0,11705.740060251854,0.0,11705.740060251854,0.020353665654496984,2,2,0,608.7117909750007,0.0
BEL,1327099.8756964987,1327099.8756964987,0.0,5138.317441703274,0.0,5138.317441703274,0.003871839290924915,2,1,1,1381.9318476335725,0.0
ZEEL,232390.64168430754,232390.64168430754,0.0,2194.055744012084,0.0,2194.055744012084,0.009441239664859706,1,1,0,243.3349126405438,0.0
ACC,227374.38573259968,227374.38573259968,0.0,-3314.2465805088223,0.0,-3314.2465805088223,-0.014576165076071908,1,0,1,232.4177790985787,0.0
ASIANPAINT,791373.3922902667,791373.3922902667,0.0,-4857.202828921854,0.0,-4857.202828921854,-0.006137687817459862,3,1,2,815.8539339993839,0.0
GRASIM,2346260.043873095,2346260.043873095,0.0,-6157.274644281079,0.0,-6157.274644281079,-0.002624293355870708,7,3,4,2427.3906574583125,0.0
AMBUJACEM,459765.02741690725,459765.02741690725,0.0,-6463.511228680617,0.0,-6463.511228680617,-0.0140582924825633,2,0,2,470.21006080412815,0.0
VEDL,457009.7019919537,457009.7019919537,0.0,-7048.424245182627,0.0,-7048.424245182627,-0.015422920376659146,2,1,1,466.7452285356102,0.0
GAIL,944130.4451300536,944130.4451300536,0.0,-10312.920854295811,0.0,-10312.920854295811,-0.010923194890590793,4,2,2,968.6497379535319,0.0
UPL,1688214.451445457,1688214.451445457,0.0,-10430.830144852396,0.0,-10430.830144852396,-0.006178616784094859,6,2,4,1740.3664237036091,0.0
WIPRO,1547853.0961444466,1547853.0961444466,0.0,-11213.606048263811,0.0,-11213.606048263811,-0.0072446190637831375,5,3,2,1593.9574924609901,0.0
SUNPHARMA,1170269.9399437208,1170269.9399437208,0.0,-11227.138361556285,0.0,-11227.138361556285,-0.00959363133098694,2,1,1,1202.2761158827366,0.0
INDUSINDBK,2623941.501880129,2623941.501880129,0.0,-13562.690997227108,0.0,-13562.690997227108,-0.005168823690432524,9,4,5,2707.7482328062333,0.0
HDFCLIFE,413411.338249575,413411.338249575,0.0,-15395.604355385476,0.0,-15395.604355385476,-0.037240401824904,1,0,1,412.86207028188034,0.0
