symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
INFY,3291247.0704762936,3291247.0704762936,0.0,-15754.038789697144,0.0,-15754.038789697144,-0.004786647265413987,11,5,6,3397.6717981091424,0.0
POWERGRID,1473968.2271147515,1473968.2271147515,0.0,-17828.553847209725,0.0,-17828.553847209725,-0.01209561611928948,4,1,3,1510.4549617745515,0.0
ASAHIINDIA,4008413.9125812524,4008413.9125812524,0.0,-18771.24583930278,0.0,-18771.24583930278,-0.004682960953804014,8,2,6,4138.459841675243,0.0
IOC,238597.61480369148,238597.61480369148,0.0,-18799.998467601763,0.0,-18799.998467601763,-0.07879374017661343,1,0,1,227.99626043844998,0.0
SBILIFE,1290971.4445706354,1290971.4445706354,0.0,-20921.944314680615,0.0,-20921.944314680615,-0.016206357160470773,2,0,2,1317.4234618964538,0.0
TRENT,569461.9688499222,569461.9688499222,0.0,-21559.36868509745,0.0,-21559.36868509745,-0.03785918966395327,1,0,1,568.3398482860257,0.0
NESTLEIND,1774280.173968166,1774280.173968166,0.0,-22522.75514068004,0.0,-22522.75514068004,-0.012694024016685056,6,2,4,1817.0995088375753,0.0
ACCELYA,457547.80347105063,457547.80347105063,0.0,-22524.173577259844,0.0,-22524.173577259844,-0.04922802252876505,2,0,2,451.25039330037134,0.0
ABREL,5283097.763483457,5283097.763483457,0.0,-23956.43792566962,0.0,-23956.43792566962,-0.004534543746522254,12,5,7,5455.311915262148,0.0
AXISBANK,1947355.0678237956,1947355.0678237956,0.0,-24518.110532133294,0.0,-24518.110532133294,-0.012590467417702476,6,1,5,1994.5604643182087,0.0
ULTRACEMCO,2129481.2822235804,2129481.2822235804,0.0,-25635.402915061706,0.0,-25635.402915061706,-0.012038332118276948,6,1,5,2182.3211780774227,0.0
BRITANNIA,3207548.330560409,3207548.330560409,0.0,-26196.934776339534,0.0,-26196.934776339534,-0.008167276709985698,8,2,6,3300.0185965179394,0.0
ONGC,907585.2624085417,907585.2624085417,0.0,-28380.518372717383,0.0,-28380.518372717383,-0.031270360536046406,3,0,3,911.999853052996,0.0
ADANIPORTS,3071914.7677886365,3071914.7677886365,0.0,-30288.22032519032,0.0,-30288.22032519032,-0.009859720277002914,8,3,5,3155.0818886570123,0.0
KOTAKBANK,3239267.2837933055,3239267.2837933055,0.0,-34842.89613145272,0.0,-34842.89613145272,-0.010756412817731533,9,2,7,3323.9522312540753,0.0
AARTIIND,2504558.371814848,2504558.371814848,0.0,-41565.5616348859,0.0,-41565.5616348859,-0.01659596442336728,10,3,7,2554.8646048515684,0.0
DRREDDY,1597063.7333205382,1597063.7333205382,0.0,-46028.64725707765,0.0,-46028.64725707765,-0.028820795499110798,5,0,5,1608.8900567991925,0.0
LT,4469924.877332268,4469924.877332268,0.0,-46945.83351332513,0.0,-46945.83351332513,-0.010502600111110424,10,3,7,4587.960046147107,0.0
BHARTIARTL,5082203.89644211,5082203.89644211,0.0,-50554.99589273854,0.0,-50554.99589273854,-0.009947455262102037,13,4,9,5219.333823030776,0.0
BAJFINANCE,5697314.833154283,5697314.833154283,0.0,-53811.95847567621,0.0,-53811.95847567621,-0.009445143905779831,16,8,8,5854.01048768833,0.0
MARUTI,3601878.200016738,3601878.200016738,0.0,-55453.018610040315,0.0,-55453.018610040315,-0.015395584062165851,9,5,4,3678.7099549300947,0.0
JSWSTEEL,1949401.4758340488,1949401.4758340488,0.0,-58552.8200669734,0.0,-58552.8200669734,-0.030036306421652652,5,3,2,1961.3789710565552,0.0
TITAN,3001983.9633756606,3001983.9633756606,0.0,-71182.76486963587,0.0,-71182.76486963587,-0.023711907104790965,8,2,6,3040.1226568633347,0.0
BPCL,5096606.170768488,5096606.170768488,0.0,-86903.71965907548,0.0,-86903.71965907548,-0.017051291927853974,12,4,8,5196.568751754658,0.0
ADANIENT,466177.9131946379,466177.9131946379,0.0,-134681.05632692034,0.0,-134681.05632692034,-0.28890484193893695,1,0,1,343.86198072945086,0.0
