strategy_name,benchmark_name,universe,portfolio_size,rebalance_frequency,market_filter,initial_capital,final_portfolio_value,absolute_return,cagr,xirr,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,winning_trades,losing_trades,win_rate,profit_factor,average_holding_days,portfolio_turnover,total_transaction_costs
Momentum V1,NIFTY50,NIFTY50,5,Monthly,Weekly Supertrend,1000000,3449101.557136211,2.449101557136211,0.12405607664716167,0.0,0.2443868003611376,0.8177173950294506,0.8125196585123547,0.5076218374471957,331,142,189,0.42900302114803623,2.1322642987874154,22.836858006042295,289.35847758561874,321606.45263431256
