symbol,total_invested_amount,closed_invested_amount,open_invested_amount,realized_pnl,unrealized_pnl,total_pnl,total_return_pct,closed_trades,winning_trades,losing_trades,total_transaction_cost,open_market_value
APARINDS,918285.8808853001,779810.0578070601,138475.82307824,96078.39073660996,57513.57766554886,153591.96840215882,0.1672594249778555,7,3,4,908.5598568268133,195989.40074378886
TRENT,131526.56791053046,131526.56791053046,0.0,97802.62471419144,0.0,97802.62471419144,0.7435959613932953,1,1,0,237.8833728927042,0.0
ADANIENSOL,335003.2772299107,196527.45415167068,138475.82307824,29355.53372522404,41447.30682839334,70802.84055361738,0.21134969525992375,2,2,0,234.30862168153365,179923.12990663334
BSOFT,645520.7724320446,645520.7724320446,0.0,48166.88086589615,0.0,48166.88086589615,0.0746170889039311,6,4,2,719.5628119206574,0.0
ARVIND,2184627.819876301,2050767.7206189607,133860.09925734065,26018.49704724963,18640.18835399719,44658.685401246825,0.020442239632275445,17,9,8,2154.2521672936928,152500.28761133784
PFC,964286.16395596,964286.16395596,0.0,38833.19098745493,0.0,38833.19098745493,0.04027143854075717,8,2,6,1040.536587761785,0.0
BASF,330434.1224908475,330434.1224908475,0.0,38658.3850005918,0.0,38658.3850005918,0.11699271464212228,3,1,2,382.8599821356727,0.0
ADANIENT,427875.69058354455,427875.69058354455,0.0,35799.70381845583,0.0,35799.70381845583,0.08366846868451805,4,2,2,480.9708937849905,0.0
IOC,494459.533688004,494459.533688004,0.0,34909.1174609955,0.0,34909.1174609955,0.07060055491421183,4,2,2,549.114566696513,0.0
COALINDIA,1202802.1027686887,1202802.1027686887,0.0,29991.846243348453,0.0,29991.846243348453,0.024934979889302867,10,5,5,1278.7782458755578,0.0
CANBK,264733.1455491964,264733.1455491964,0.0,25427.826509676663,0.0,25427.826509676663,0.09605078524234628,2,1,1,300.9842311185529,0.0
OFSS,780090.3813470774,780090.3813470774,0.0,23923.489948267757,0.0,23923.489948267757,0.03066758739795784,6,3,3,834.0042947312022,0.0
BANKBARODA,639958.4712470655,639958.4712470655,0.0,22718.397074077086,0.0,22718.397074077086,0.03549979896321477,6,4,2,687.3952974324216,0.0
BAJAJFINSV,237562.4066357935,237562.4066357935,0.0,22333.86800823808,0.0,22333.86800823808,0.09401263577228401,2,2,0,269.59063391350395,0.0
NTPC,847827.6058911884,847827.6058911884,0.0,22209.45201489474,0.0,22209.45201489474,0.026195716983701448,7,7,0,902.4902041801056,0.0
RECLTD,503686.8014381748,503686.8014381748,0.0,18606.41729781932,0.0,18606.41729781932,0.036940450384430355,4,2,2,541.7752144412839,0.0
NH,137562.4066357935,137562.4066357935,0.0,18020.851879883365,0.0,18020.851879883365,0.1310012838579866,1,1,0,161.38665068215553,0.0
APOLLOTYRE,536476.024929498,536476.024929498,0.0,14125.875871623237,0.0,14125.875871623237,0.026330861427553292,5,4,1,571.1398352064192,0.0
BALRAMCHIN,472063.41015034966,343620.4700386378,128442.94011171185,9313.009626329773,2815.880315105198,12128.88994143497,0.02569334898795055,3,3,0,366.09820838138893,131258.82042681705
SHRIRAMFIN,723023.0405925715,723023.0405925715,0.0,11735.868979488034,0.0,11735.868979488034,0.016231666655974905,6,2,4,762.1660621201034,0.0
ASHOKLEY,261711.88510165515,261711.88510165515,0.0,8967.220105074906,0.0,8967.220105074906,0.034263709886892695,2,1,1,280.7756735250232,0.0
DMART,194900.64045812545,194900.64045812545,0.0,8466.16220191076,0.0,8466.16220191076,0.0434383498279459,2,2,0,210.95256298372905,0.0
WSI,111798.77842752967,111798.77842752967,0.0,5995.165133694766,0.0,5995.165133694766,0.05362460322033803,1,1,0,122.1877610956024,0.0
DLF,257967.65208282165,257967.65208282165,0.0,5294.978004311799,0.0,5294.978004311799,0.020525744067367884,2,2,0,273.082557370764,0.0
SBICARD,137562.4066357935,137562.4066357935,0.0,4687.732613658196,0.0,4687.732613658196,0.03407713435887546,1,1,0,147.55619435895815,0.0
HEROMOTOCO,265007.4298086737,265007.4298086737,0.0,3325.792966785658,0.0,3325.792966785658,0.012549810279609016,2,2,0,278.3422876190534,0.0
BHARTIARTL,748401.5078527133,748401.5078527133,0.0,3056.9835567659898,0.0,3056.9835567659898,0.004084683855778133,6,2,4,779.4885530246257,0.0
IDFCFIRSTB,585940.2530889426,585940.2530889426,0.0,2443.897145822576,0.0,2443.897145822576,0.004170898198133531,5,2,3,610.3313957220332,0.0
POWERGRID,234633.59585059137,234633.59585059137,0.0,1824.333148870206,0.0,1824.333148870206,0.007775242681068974,2,1,1,245.27801739424848,0.0
APOLLOHOSP,447164.4249584073,447164.4249584073,0.0,1269.3257666714446,0.0,1269.3257666714446,0.002838610801361289,4,2,2,465.16072341462655,0.0
PAYTM,637378.6069393717,637378.6069393717,0.0,397.3935663305474,0.0,397.3935663305474,0.0006234811805792973,5,1,4,661.5656053810233,0.0
BANKINDIA,715354.8689359186,715354.8689359186,0.0,151.20973646444156,0.0,151.20973646444156,0.00021137723811031603,6,1,5,742.1950837211928,0.0
TATACONSUM,95738.10031821611,95738.10031821611,0.0,85.319746050115,0.0,85.319746050115,0.0008911785983482816,1,1,0,99.39771777901761,0.0
TECHM,409629.00684792455,409629.00684792455,0.0,-286.7939983718973,0.0,-286.7939983718973,-0.0007001310785551134,4,1,3,424.61103684850997,0.0
INDUSINDBK,103174.60870334305,103174.60870334305,0.0,-989.2349332113624,0.0,-989.2349332113624,-0.009587968838880698,1,0,1,105.9969779447963,0.0
ABBOTINDIA,133332.32855858532,133332.32855858532,0.0,-1022.9281338452818,0.0,-1022.9281338452818,-0.007672018818720428,1,0,1,137.2446572467268,0.0
BEL,266549.36432155344,266549.36432155344,0.0,-1247.6247444367236,0.0,-1247.6247444367236,-0.004680651734481888,2,1,1,275.1977274353468,0.0
ADANIPORTS,131916.69667725608,131916.69667725608,0.0,-1320.0866643450936,0.0,-1320.0866643450936,-0.010006971805659922,1,0,1,135.4679782484672,0.0
AXISBANK,100946.35763494999,100946.35763494999,0.0,-1356.7952908405698,0.0,-1356.7952908405698,-0.013440755294481428,1,0,1,103.30434047309821,0.0
BAJAJHLDNG,732918.7432858283,732918.7432858283,0.0,-1497.6944951129103,0.0,-1497.6944951129103,-0.0020434659487604755,6,4,2,758.7036962005069,0.0
GODREJCP,97734.55035175383,97734.55035175383,0.0,-1592.4767941636317,0.0,-1592.4767941636317,-0.016293897996483234,1,0,1,99.72825732746486,0.0
PETRONET,121072.04458222934,121072.04458222934,0.0,-2432.9443982861876,0.0,-2432.9443982861876,-0.020095013730719546,1,0,1,123.06444280251417,0.0
SBILIFE,258899.74904963444,258899.74904963444,0.0,-2756.204323266117,0.0,-2756.204323266117,-0.010645836210284303,2,0,2,265.69792387449047,0.0
IGL,113841.18058407426,113841.18058407426,0.0,-2771.9629743950672,0.0,-2771.9629743950672,-0.024349387103798616,1,0,1,115.21219696081536,0.0
DRREDDY,115618.90914396993,115618.90914396993,0.0,-3788.415845018681,0.0,-3788.415845018681,-0.03276640363646144,1,0,1,116.0018689018037,0.0
COLPAL,243620.47003863778,243620.47003863778,0.0,-3793.4387656228273,0.0,-3793.4387656228273,-0.01557110026518377,2,1,1,248.772790141148,0.0
BALMLAWRIE,263766.7108391366,263766.7108391366,0.0,-4295.698298219069,0.0,-4295.698298219069,-0.016285975908608447,2,1,1,269.1495091605042,0.0
HDFCLIFE,132318.55779995117,132318.55779995117,0.0,-4409.619860773942,0.0,-4409.619860773942,-0.033325785393162506,1,0,1,132.6800536462315,0.0
GODREJPROP,97166.09010637162,97166.09010637162,0.0,-4456.230220956061,0.0,-4456.230220956061,-0.045861989672298716,1,0,1,96.16801907135486,0.0
LT,328641.38127815037,328641.38127815037,0.0,-4577.29460354132,0.0,-4577.29460354132,-0.013927931369261319,3,1,2,336.1519616811284,0.0
AMBUJACEM,304120.96633829304,304120.96633829304,0.0,-4713.026230734833,0.0,-4713.026230734833,-0.015497209177917168,3,1,2,310.5761191955842,0.0
MUTHOOTFIN,404101.3128330448,404101.3128330448,0.0,-5094.43727695318,0.0,-5094.43727695318,-0.01260683178987334,3,1,2,413.89018239813237,0.0
